22841-22834-MA0000517,adult_old,MPATH458, skin 133A
Probe Array Lot: 2006849
Operator Name: ec
Sample Type: 
Sample Description: 
Project: 
Comments: 
Reagents: 
Reagent Lot: 
Algorithm: Statistical
Corner+ Avg:169, Count:32
Corner- Avg:9762, Count:32
BF= Alpha1=0.05 Alpha2=0.065 Tau=0.015 Gamma1H=0.0045 Gamma1L=0.0045 Gamma2H=0.006 Gamma2L=0.006 Perturbation=1.1 TGT=2500 NF=1.000000 SF=15.616271 SFGene=All 
Background=Avg:80.00,Stdev:2.49,Max:87.7,Min:75.2 Noise=Avg:4.99,Stdev:0.45,Max:6.6,Min:4.1 RawQ=3.25 

Probe Set Name	Stat Pairs	Stat Pairs Used	Signal	Detection	Detection p-value	Stat Common Pairs	Signal Log Ratio	Signal Log Ratio Low	Signal Log Ratio High	Change	Change p-value	Positive	Negative	Pairs	Pairs Used	Pairs InAvg	Pos Fraction	Log Avg	Pos/Neg	Avg Diff	Abs Call	Inc	Dec	Inc Ratio	Dec Ratio	Pos Change	Neg Change	Inc/Dec	DPos-DNeg Ratio	Log Avg Ratio Change	Diff Call	Avg Diff Change	B=A	Fold Change	Sort Score	
213347_x_at	11	11	94427.2	P	0.000244																															
213348_at	11	11	3924.0	P	0.000244																															
213349_at	11	11	2065.2	P	0.002930																															
213350_at	11	11	968.1	P	0.023926																															
213351_s_at	11	11	1322.3	P	0.014160																															
213352_at	11	11	1198.0	P	0.005859																															
213353_at	11	11	4817.4	P	0.000244																															
213354_s_at	11	11	28.1	A	0.850342																															
213355_at	11	11	985.0	A	0.080566																															
213356_x_at	11	11	107102.9	P	0.000244																															
213357_at	11	11	4133.0	P	0.000732																															
213358_at	11	11	1605.4	P	0.010742																															
213359_at	11	11	8166.2	P	0.001953																															
213360_s_at	11	11	12652.6	P	0.000244																															
213361_at	11	11	2066.1	P	0.018555																															
213362_at	11	11	372.4	A	0.149658																															
213363_at	11	11	121.1	A	0.725830																															
213364_s_at	11	11	2159.6	P	0.001953																															
213365_at	11	11	3634.6	P	0.000732																															
213366_x_at	11	11	31657.1	P	0.000244																															
213367_at	11	11	1196.6	A	0.067627																															
213368_x_at	11	11	279.4	A	0.466064																															
213369_at	11	11	117.6	A	0.725830																															
213370_s_at	11	11	1677.5	P	0.004150																															
213371_at	11	11	420.9	A	0.194580																															
213372_at	11	11	1015.7	P	0.000244																															
213373_s_at	11	11	2368.1	P	0.000732																															
213374_x_at	11	11	4105.5	P	0.000244																															
213375_s_at	11	11	3771.8	P	0.000732																															
213376_at	11	11	4790.2	P	0.000244																															
213377_x_at	11	11	108645.9	P	0.000244																															
213378_s_at	11	11	3849.7	P	0.008057																															
213379_at	11	11	1327.8	P	0.002930																															
213380_x_at	11	11	2384.9	A	0.129639																															
213381_at	11	11	252.4	A	0.303711																															
213382_at	11	11	119.7	A	0.398926																															
213383_at	11	11	585.5	A	0.303711																															
213384_x_at	11	11	1005.5	A	0.366211																															
213385_at	11	11	681.1	A	0.129639																															
213386_at	11	11	917.8	P	0.008057																															
213387_at	11	11	2258.2	P	0.000732																															
213388_at	11	11	1340.2	P	0.004150																															
213389_at	11	11	929.2	A	0.129639																															
213390_at	11	11	4139.6	P	0.000732																															
213391_at	11	11	2136.7	P	0.000244																															
213392_at	11	11	2616.5	P	0.023926																															
213393_at	11	11	621.7	P	0.010742																															
213394_at	11	11	424.4	A	0.466064																															
213395_at	11	11	91.8	A	0.805420																															
213396_s_at	11	11	3685.3	P	0.002930																															
213397_x_at	11	11	4483.7	P	0.001953																															
213398_s_at	11	11	4657.8	P	0.000732																															
213399_x_at	11	11	29021.5	P	0.000244																															
213400_s_at	11	11	3294.0	P	0.010742																															
213401_s_at	11	11	76.8	A	0.500000																															
213402_at	11	11	249.2	A	0.366211																															
213403_at	11	11	421.9	A	0.171387																															
213404_s_at	11	11	5838.8	P	0.000732																															
213405_at	11	11	3937.7	P	0.001953																															
213406_at	11	11	377.8	A	0.067627																															
213407_at	11	11	2188.0	A	0.149658																															
213408_s_at	11	11	7599.9	P	0.000732																															
213409_s_at	11	11	627.0	A	0.080566																															
213410_at	11	11	3872.5	P	0.000732																															
213411_at	11	11	697.4	A	0.129639																															
213412_at	11	11	429.5	A	0.366211																															
213413_at	11	11	509.9	P	0.005859																															
213414_s_at	11	11	136204.3	P	0.000244																															
213415_at	11	11	76.5	A	0.466064																															
213416_at	11	11	1383.9	P	0.014160																															
213417_at	11	11	133.4	A	0.725830																															
213418_at	11	11	1934.6	P	0.014160																															
213419_at	11	11	802.9	A	0.171387																															
213420_at	11	11	930.0	A	0.194580																															
213421_x_at	11	11	871.5	P	0.023926																															
213422_s_at	11	11	5731.9	P	0.001953																															
213423_x_at	11	11	11620.7	P	0.000244																															
213424_at	11	11	391.5	P	0.018555																															
213425_at	11	11	109.4	A	0.398926																															
213426_s_at	11	11	91.2	A	0.533936																															
213427_at	11	11	2538.0	P	0.001221																															
213428_s_at	11	11	20485.3	P	0.000244																															
213429_at	11	11	1731.0	P	0.023926																															
213430_at	11	11	453.6	A	0.303711																															
213431_x_at	11	11	618.2	A	0.274170																															
213432_at	11	11	70.5	A	0.888428																															
213433_at	11	11	532.5	P	0.037598																															
213434_at	11	11	1427.6	P	0.018555																															
213435_at	11	11	601.6	A	0.149658																															
213436_at	11	11	463.8	P	0.010742																															
213437_at	11	11	1231.1	A	0.219482																															
213438_at	11	11	1606.7	P	0.000244																															
213439_x_at	11	11	224.6	A	0.334473																															
213440_at	11	11	2216.4	P	0.018555																															
213441_x_at	11	11	8641.5	P	0.010742																															
213442_x_at	11	11	728.7	A	0.334473																															
213443_at	11	11	53.8	A	0.601074																															
213444_at	11	11	1508.3	A	0.366211																															
213445_at	11	11	1412.8	P	0.037598																															
213446_s_at	11	11	1872.6	P	0.014160																															
213447_at	11	11	5271.7	P	0.000732																															
213448_at	11	11	823.7	P	0.030273																															
213449_at	11	11	744.6	A	0.171387																															
213450_s_at	11	11	1454.1	A	0.149658																															
213451_x_at	11	11	2693.2	P	0.008057																															
213452_at	11	11	1077.7	P	0.023926																															
213453_x_at	11	11	85800.2	P	0.000244																															
213454_at	11	11	1420.6	P	0.008057																															
213455_at	11	11	6599.7	P	0.001221																															
213456_at	11	11	2202.3	P	0.000244																															
213457_at	11	11	1108.2	A	0.080566																															
213458_at	11	11	172.4	A	0.567627																															
213459_at	11	11	1985.0	P	0.030273																															
213460_x_at	11	11	4813.2	P	0.001953																															
213461_at	11	11	940.9	P	0.000244																															
213462_at	11	11	2127.6	P	0.037598																															
213463_s_at	11	11	1401.1	A	0.111572																															
213464_at	11	11	1379.8	A	0.129639																															
213465_s_at	11	11	2981.9	P	0.000732																															
213466_at	11	11	57.0	A	0.805420																															
213467_at	11	11	122.5	A	0.633789																															
213468_at	11	11	954.8	A	0.219482																															
213469_at	11	11	900.0	P	0.018555																															
213470_s_at	11	11	630.9	P	0.018555																															
213471_at	11	11	833.5	M	0.056152																															
213472_at	11	11	51.2	A	0.398926																															
213473_at	11	11	1243.1	A	0.149658																															
213474_at	11	11	1385.6	P	0.008057																															
213475_s_at	11	11	628.1	A	0.194580																															
213476_x_at	11	11	8401.8	P	0.005859																															
213477_x_at	11	11	126440.4	P	0.000244																															
213478_at	11	11	8490.4	P	0.000244																															
213479_at	11	11	71.8	A	0.601074																															
213480_at	11	11	2317.6	P	0.000732																															
213481_at	11	11	654.3	A	0.334473																															
213482_at	11	11	37.1	A	0.985840																															
213483_at	11	11	2250.5	P	0.000732																															
213484_at	11	11	218.7	A	0.500000																															
213485_s_at	11	11	2425.7	P	0.000732																															
213486_at	11	11	2476.2	P	0.004150																															
213487_at	11	11	52.3	A	0.976074																															
213488_at	11	11	1622.9	P	0.023926																															
213489_at	11	11	171.9	A	0.432373																															
213490_s_at	11	11	1530.0	A	0.080566																															
213491_x_at	11	11	31637.3	P	0.000732																															
213492_at	11	11	1684.4	P	0.000244																															
213493_at	11	11	150.0	A	0.567627																															
213494_s_at	11	11	1068.4	A	0.149658																															
213495_s_at	11	11	93.1	A	0.601074																															
213496_at	11	11	555.6	P	0.001221																															
213497_at	11	11	1415.8	A	0.129639																															
213498_at	11	11	123.5	A	0.533936																															
213499_at	11	11	868.1	A	0.171387																															
213500_at	11	11	2157.2	A	0.080566																															
213501_at	11	11	1080.1	P	0.023926																															
213502_x_at	11	11	13095.8	P	0.000244																															
213503_x_at	11	11	42714.4	P	0.000244																															
213504_at	11	11	2460.4	P	0.004150																															
213505_s_at	11	11	2126.6	A	0.080566																															
213506_at	11	11	2576.2	P	0.000732																															
213507_s_at	11	11	20026.2	P	0.000244																															
213508_at	11	11	5885.0	P	0.001953																															
213509_x_at	11	11	4643.1	A	0.095215																															
213510_x_at	11	11	4198.4	P	0.001221																															
213511_s_at	11	11	5353.4	P	0.000244																															
213512_at	11	11	417.7	A	0.567627																															
213513_x_at	11	11	9879.0	P	0.000244																															
213514_s_at	11	11	291.1	A	0.246094																															
213515_x_at	11	11	1006.1	A	0.171387																															
213516_at	11	11	71.5	A	0.850342																															
213517_at	11	11	2848.4	P	0.000732																															
213518_at	11	11	3898.5	P	0.001953																															
213519_s_at	11	11	1083.3	A	0.067627																															
213520_at	11	11	474.7	A	0.500000																															
213521_at	11	11	3970.6	P	0.008057																															
213522_s_at	11	11	62.8	A	0.633789																															
213523_at	11	11	772.1	P	0.046143																															
213524_s_at	11	11	2109.0	P	0.004150																															
213525_at	11	11	534.0	A	0.194580																															
213526_s_at	11	11	285.5	P	0.023926																															
213527_s_at	11	11	686.0	P	0.010742																															
213528_at	11	11	1851.5	P	0.000732																															
213529_at	11	11	416.7	A	0.274170																															
213530_at	11	11	1937.9	P	0.000732																															
213531_s_at	11	11	10782.5	P	0.000732																															
213532_at	11	11	5418.4	P	0.001221																															
213533_at	11	11	1048.2	A	0.219482																															
213534_s_at	11	11	1115.8	P	0.046143																															
213535_s_at	11	11	15886.1	P	0.000244																															
213536_s_at	11	11	362.0	A	0.567627																															
213537_at	11	11	1648.0	P	0.000244																															
213538_at	11	11	3360.0	P	0.001953																															
213539_at	11	11	1054.5	P	0.046143																															
213540_at	11	11	2836.6	P	0.001953																															
213541_s_at	11	11	1327.0	P	0.023926																															
213542_at	11	11	2234.3	A	0.080566																															
213543_at	11	11	734.7	A	0.067627																															
213544_at	11	11	219.6	A	0.696289																															
213545_x_at	11	11	10672.5	P	0.000244																															
213546_at	11	11	3412.0	P	0.000732																															
213547_at	11	11	811.9	A	0.129639																															
213548_s_at	11	11	899.5	P	0.008057																															
213549_at	11	11	1276.8	P	0.000732																															
213550_s_at	11	11	452.2	A	0.466064																															
213551_x_at	11	11	2915.1	P	0.001953																															
213552_at	11	11	760.3	P	0.008057																															
213553_x_at	11	11	1112.8	P	0.008057																															
213554_s_at	11	11	1680.8	P	0.023926																															
213555_at	11	11	909.9	A	0.095215																															
213556_at	11	11	823.1	A	0.080566																															
213557_at	11	11	2738.1	P	0.014160																															
213558_at	11	11	969.7	P	0.000244																															
213559_s_at	11	11	35.2	A	0.919434																															
213560_at	11	11	117.0	A	0.601074																															
213561_at	11	11	1070.1	A	0.149658																															
213562_s_at	11	11	479.0	A	0.246094																															
213563_s_at	11	11	427.0	A	0.828613																															
213564_x_at	11	11	49373.4	P	0.000244																															
213565_s_at	11	11	329.0	A	0.398926																															
213566_at	11	11	1115.3	A	0.080566																															
213567_at	11	11	2008.2	P	0.000244																															
213568_at	11	11	432.6	A	0.111572																															
213569_at	11	11	1132.7	A	0.398926																															
213570_at	11	11	1343.2	A	0.095215																															
213571_s_at	11	11	5339.7	P	0.000244																															
213572_s_at	11	11	1677.6	P	0.001953																															
213573_at	11	11	3960.1	P	0.004150																															
213574_s_at	11	11	6174.3	P	0.000244																															
213575_at	11	11	392.6	A	0.219482																															
213577_at	11	11	1353.3	A	0.274170																															
213578_at	11	11	3946.9	P	0.000244																															
213579_s_at	11	11	1102.9	P	0.001953																															
213580_at	11	11	61.6	A	0.567627																															
213581_at	11	11	2427.8	P	0.000244																															
213582_at	11	11	260.1	P	0.030273																															
213583_x_at	11	11	96940.4	P	0.000244																															
213584_s_at	11	11	998.3	A	0.171387																															
213585_s_at	11	11	1046.3	A	0.366211																															
213586_at	11	11	75.2	A	0.753906																															
213587_s_at	11	11	4819.2	P	0.001221																															
213588_x_at	11	11	55919.8	P	0.000244																															
213589_s_at	11	11	47.4	A	0.870361																															
213590_at	11	11	716.7	P	0.005859																															
213591_at	11	11	1457.5	P	0.008057																															
213592_at	11	11	313.6	A	0.567627																															
213593_s_at	11	11	2112.4	P	0.000244																															
213594_x_at	11	11	3396.9	P	0.000244																															
213595_s_at	11	11	587.5	A	0.246094																															
213596_at	11	11	700.4	P	0.010742																															
213597_s_at	11	11	82.7	A	0.828613																															
213598_at	11	11	1528.7	P	0.018555																															
213599_at	11	11	1278.3	P	0.030273																															
213600_at	11	11	1952.3	P	0.023926																															
213601_at	11	11	1423.7	A	0.171387																															
213602_s_at	11	11	125.3	A	0.753906																															
213603_s_at	11	11	2931.2	P	0.004150																															
213604_at	11	11	6082.1	P	0.005859																															
213605_s_at	11	11	5782.2	P	0.000244																															
213606_s_at	11	11	551.3	P	0.046143																															
213607_x_at	11	11	1182.8	P	0.037598																															
213608_s_at	11	11	1951.0	P	0.046143																															
213609_s_at	11	11	789.6	A	0.080566																															
213610_s_at	11	11	784.1	P	0.000244																															
213611_at	11	11	369.2	A	0.194580																															
213612_x_at	11	11	43359.4	P	0.000244																															
213613_s_at	11	11	887.2	A	0.129639																															
213614_x_at	11	11	129454.4	P	0.000244																															
213615_at	11	11	1550.9	A	0.095215																															
213616_at	11	11	1607.4	P	0.014160																															
213617_s_at	11	11	2236.3	P	0.005859																															
213618_at	11	11	1088.3	A	0.067627																															
213619_at	11	11	29664.1	P	0.000244																															
213620_s_at	11	11	2609.9	P	0.030273																															
213621_s_at	11	11	879.5	A	0.111572																															
213622_at	11	11	2163.4	P	0.001953																															
213623_at	11	11	826.6	P	0.010742																															
213624_at	11	11	3714.6	P	0.000244																															
213625_at	11	11	766.4	P	0.030273																															
213626_at	11	11	3958.0	P	0.000732																															
213627_at	11	11	3942.3	P	0.008057																															
213628_at	11	11	2170.3	P	0.001221																															
213629_x_at	11	11	7370.7	P	0.000244																															
213630_at	11	11	157.3	A	0.780518																															
213631_x_at	11	11	967.3	A	0.067627																															
213632_at	11	11	917.7	P	0.030273																															
213633_at	11	11	274.9	A	0.665527																															
213634_s_at	11	11	592.6	A	0.095215																															
213635_s_at	11	11	265.9	A	0.246094																															
213636_at	11	11	727.1	A	0.219482																															
213637_at	11	11	1362.6	P	0.000244																															
213638_at	11	11	322.2	A	0.533936																															
213639_s_at	11	11	2020.9	P	0.030273																															
213640_s_at	11	11	45.5	A	0.828613																															
213641_at	11	11	330.8	A	0.246094																															
213642_at	11	11	1190.2	P	0.000244																															
213643_s_at	11	11	121.6	A	0.870361																															
213644_at	11	11	733.4	P	0.002930																															
213645_at	11	11	3698.5	P	0.014160																															
213646_x_at	11	11	77932.5	P	0.000244																															
213647_at	11	11	1900.4	P	0.000732																															
213648_at	11	11	1233.1	P	0.037598																															
213649_at	11	11	6345.6	P	0.000244																															
213650_at	11	11	2287.4	P	0.002930																															
213651_at	11	11	730.2	A	0.067627																															
213652_at	11	11	417.0	A	0.274170																															
213653_at	11	11	2909.7	P	0.000244																															
213654_at	11	11	4275.5	P	0.030273																															
213655_at	11	11	11068.8	P	0.000244																															
213656_s_at	11	11	7164.0	P	0.000732																															
213657_s_at	11	11	2442.0	P	0.046143																															
213658_at	11	11	1818.3	P	0.000244																															
213659_at	11	11	1013.9	P	0.005859																															
213660_s_at	11	11	210.7	A	0.111572																															
213661_at	11	11	2649.3	A	0.067627																															
213662_at	11	11	118.9	A	0.366211																															
213663_s_at	11	11	249.2	A	0.334473																															
213664_at	11	11	2820.7	P	0.004150																															
213665_at	11	11	472.5	P	0.030273																															
213666_at	11	11	1610.3	A	0.067627																															
213667_at	11	11	987.4	A	0.334473																															
213668_s_at	11	11	1852.3	P	0.004150																															
213669_at	11	11	111.2	A	0.805420																															
213670_x_at	11	11	5263.3	P	0.008057																															
213671_s_at	11	11	2552.0	P	0.001953																															
213672_at	11	11	677.8	A	0.194580																															
213673_x_at	11	11	749.7	A	0.171387																															
213674_x_at	11	11	2535.2	P	0.018555																															
213675_at	11	11	4135.4	P	0.001221																															
213676_at	11	11	835.6	A	0.149658																															
213677_s_at	11	11	5094.9	P	0.000244																															
213678_at	11	11	515.1	A	0.149658																															
213679_at	11	11	824.5	P	0.001221																															
213680_at	11	11	3563.5	P	0.001953																															
213681_at	11	11	764.7	P	0.014160																															
213682_at	11	11	4071.0	P	0.000244																															
213683_at	11	11	559.1	A	0.466064																															
213684_s_at	11	11	2038.1	P	0.001953																															
213685_at	11	11	133.6	A	0.366211																															
213686_at	11	11	1968.0	P	0.001953																															
213687_s_at	11	11	75751.9	P	0.000244																															
213688_at	11	11	531.8	P	0.018555																															
213689_x_at	11	11	1997.8	P	0.004150																															
213690_s_at	11	11	487.7	A	0.219482																															
213691_at	11	11	499.5	A	0.432373																															
213692_s_at	11	11	274.4	A	0.500000																															
213693_s_at	11	11	5875.8	P	0.000244																															
213694_at	11	11	2404.6	P	0.000244																															
213695_at	11	11	1097.9	A	0.095215																															
213696_s_at	11	11	1515.7	P	0.037598																															
213697_at	11	11	546.9	A	0.334473																															
213698_at	11	11	2746.0	P	0.002930																															
213699_s_at	11	11	36490.8	P	0.000244																															
213700_s_at	11	11	1114.1	P	0.037598																															
213701_at	11	11	2143.2	P	0.000244																															
213702_x_at	11	11	17605.9	P	0.000244																															
213703_at	11	11	729.4	P	0.000732																															
213704_at	11	11	1727.6	P	0.001953																															
213705_at	11	11	538.7	P	0.002930																															
213706_at	11	11	130.0	A	0.828613																															
213707_s_at	11	11	375.1	A	0.149658																															
213708_s_at	11	11	4125.2	P	0.000244																															
213709_at	11	11	706.5	P	0.037598																															
213710_s_at	11	11	475.5	A	0.334473																															
213711_at	11	11	315.9	A	0.567627																															
213712_at	11	11	617.1	A	0.171387																															
213713_s_at	11	11	3675.7	P	0.046143																															
213714_at	11	11	416.0	A	0.567627																															
213715_s_at	11	11	61.9	A	0.850342																															
213716_s_at	11	11	162.1	A	0.274170																															
213717_at	11	11	141.3	A	0.725830																															
213718_at	11	11	488.4	A	0.080566																															
213719_s_at	11	11	140.1	A	0.601074																															
213720_s_at	11	11	10494.2	P	0.001953																															
213721_at	11	11	288.0	A	0.398926																															
213722_at	11	11	93.9	A	0.805420																															
213723_s_at	11	11	51.1	A	0.828613																															
213724_s_at	11	11	316.9	A	0.633789																															
213725_x_at	11	11	1700.9	P	0.001953																															
213726_x_at	11	11	15545.8	P	0.000244																															
213727_x_at	11	11	2308.3	A	0.067627																															
213728_at	11	11	610.8	A	0.303711																															
213729_at	11	11	9046.4	P	0.000244																															
213730_x_at	11	11	3149.2	P	0.023926																															
213731_s_at	11	11	179.0	A	0.696289																															
213732_at	11	11	509.4	A	0.149658																															
213733_at	11	11	1404.2	A	0.095215																															
213734_at	11	11	902.8	P	0.005859																															
213735_s_at	11	11	18922.3	P	0.000244																															
213736_at	11	11	182.1	A	0.696289																															
213737_x_at	11	11	10200.1	P	0.000244																															
213738_s_at	11	11	46071.2	P	0.000244																															
213739_at	11	11	748.6	A	0.171387																															
213740_s_at	11	11	85.7	A	0.888428																															
213741_s_at	11	11	1099.4	P	0.001953																															
213742_at	11	11	1889.3	P	0.001953																															
213743_at	11	11	2714.3	P	0.000244																															
213744_at	11	11	668.6	A	0.095215																															
213745_at	11	11	64.2	A	0.753906																															
213746_s_at	11	11	4950.3	P	0.000732																															
213747_at	11	11	24.1	A	0.633789																															
213748_at	11	11	1573.9	P	0.000732																															
213749_at	11	11	236.0	A	0.398926																															
213750_at	11	11	4643.7	P	0.001953																															
213751_at	11	11	779.1	P	0.046143																															
213752_at	11	11	514.2	A	0.194580																															
213753_x_at	11	11	2723.7	P	0.023926																															
213754_s_at	11	11	2098.3	P	0.000244																															
213755_s_at	11	11	172.1	A	0.500000																															
213756_s_at	11	11	718.0	P	0.002930																															
213757_at	11	11	2948.9	P	0.000244																															
213758_at	11	11	333.4	A	0.567627																															
213759_at	11	11	56.7	A	0.904785																															
213760_s_at	11	11	1052.8	A	0.246094																															
213761_at	11	11	1542.1	P	0.000244																															
213762_x_at	11	11	17985.3	P	0.000244																															
213763_at	11	11	1836.9	A	0.067627																															
213764_s_at	11	11	395.1	P	0.001953																															
213765_at	11	11	911.0	P	0.000244																															
213766_x_at	11	11	5248.9	P	0.000244																															
213767_at	11	11	259.2	A	0.500000																															
213768_s_at	11	11	902.9	A	0.500000																															
213769_at	11	11	120.0	A	0.466064																															
213770_at	11	11	144.7	A	0.633789																															
213771_at	11	11	3169.8	A	0.129639																															
213772_s_at	11	11	2330.8	P	0.014160																															
213773_x_at	11	11	7834.7	P	0.001953																															
213774_s_at	11	11	52.0	A	0.805420																															
213775_x_at	11	11	9605.0	P	0.001953																															
213776_at	11	11	334.1	A	0.303711																															
213777_s_at	11	11	95.8	A	0.805420																															
213778_x_at	11	11	1189.3	A	0.149658																															
213779_at	11	11	2165.9	M	0.056152																															
213780_at	11	11	437.2	A	0.466064																															
213781_at	11	11	289.0	A	0.696289																															
213782_s_at	11	11	43.2	A	0.753906																															
213783_at	11	11	142.9	A	0.601074																															
213784_at	11	11	1720.2	A	0.171387																															
213785_at	11	11	1324.1	A	0.149658																															
213786_at	11	11	1036.2	P	0.018555																															
213787_s_at	11	11	4325.2	P	0.008057																															
213788_s_at	11	11	1294.8	M	0.056152																															
213789_at	11	11	324.6	A	0.533936																															
213790_at	11	11	4338.9	P	0.000244																															
213791_at	11	11	3728.6	P	0.000732																															
213792_s_at	11	11	8610.8	P	0.000244																															
213793_s_at	11	11	2058.6	P	0.001953																															
213794_s_at	11	11	4011.6	P	0.000732																															
213795_s_at	11	11	2567.9	P	0.001221																															
213796_at	11	11	63.3	A	0.888428																															
213797_at	11	11	592.4	A	0.366211																															
213798_s_at	11	11	8880.0	P	0.000244																															
213799_s_at	11	11	671.3	A	0.274170																															
213800_at	11	11	841.2	A	0.067627																															
213801_x_at	11	11	90729.5	P	0.000244																															
213802_at	11	11	119.9	A	0.753906																															
213803_at	11	11	2843.1	P	0.002930																															
213804_at	11	11	972.7	P	0.002930																															
213805_at	11	11	1127.6	P	0.008057																															
213806_at	11	11	75.6	A	0.888428																															
213807_x_at	11	11	1117.2	A	0.095215																															
213808_at	11	11	287.6	A	0.334473																															
213809_x_at	11	11	302.9	A	0.828613																															
213810_s_at	11	11	629.1	A	0.111572																															
213811_x_at	11	11	3554.9	P	0.018555																															
213812_s_at	11	11	6990.5	P	0.014160																															
213813_x_at	11	11	259.8	A	0.274170																															
213814_s_at	11	11	336.0	A	0.366211																															
213815_x_at	11	11	1504.7	P	0.004150																															
213816_s_at	11	11	629.2	A	0.171387																															
213817_at	11	11	276.7	A	0.067627																															
213818_x_at	11	11	602.7	A	0.366211																															
213819_s_at	11	11	935.1	A	0.432373																															
213820_s_at	11	11	656.0	A	0.398926																															
213821_s_at	11	11	98.2	A	0.665527																															
213822_s_at	11	11	1114.6	A	0.080566																															
213823_at	11	11	196.9	A	0.725830																															
213824_at	11	11	348.9	A	0.194580																															
213825_at	11	11	188.3	A	0.246094																															
213826_s_at	11	11	3149.9	P	0.018555																															
213827_at	11	11	1476.8	A	0.149658																															
213828_x_at	11	11	86729.0	P	0.000244																															
213829_x_at	11	11	1122.1	P	0.005859																															
213830_at	11	11	233.7	A	0.633789																															
213831_at	11	11	1327.5	P	0.000244																															
213832_at	11	11	1247.2	P	0.001953																															
213833_x_at	11	11	594.7	A	0.274170																															
213834_at	11	11	490.1	A	0.500000																															
213835_x_at	11	11	2593.6	P	0.001953																															
213836_s_at	11	11	1767.8	P	0.000244																															
213837_at	11	11	1130.0	P	0.000244																															
213838_at	11	11	3377.1	P	0.000732																															
213839_at	11	11	4405.2	P	0.000732																															
213840_s_at	11	11	617.1	A	0.533936																															
213841_at	11	11	142.3	A	0.870361																															
213842_x_at	11	11	9017.8	P	0.010742																															
213843_x_at	11	11	1531.7	P	0.001221																															
213844_at	11	11	5453.7	P	0.000244																															
213845_at	11	11	52.2	A	0.976074																															
213846_at	11	11	6341.2	P	0.000732																															
213847_at	11	11	886.6	A	0.466064																															
213848_at	11	11	1515.2	P	0.000244																															
213849_s_at	11	11	579.1	P	0.030273																															
213850_s_at	11	11	4332.4	P	0.023926																															
213851_at	11	11	738.3	P	0.046143																															
213852_at	11	11	7760.9	P	0.000732																															
213853_at	11	11	2848.5	P	0.001953																															
213854_at	11	11	939.9	A	0.149658																															
213855_s_at	11	11	422.6	A	0.303711																															
213856_at	11	11	736.7	A	0.149658																															
213857_s_at	11	11	12212.8	P	0.000244																															
213858_at	11	11	728.1	A	0.246094																															
213859_x_at	11	11	1057.4	P	0.008057																															
213860_x_at	11	11	13884.4	P	0.000244																															
213861_s_at	11	11	4990.3	P	0.001221																															
213862_at	11	11	60.5	A	0.725830																															
213863_s_at	11	11	175.9	A	0.432373																															
213864_s_at	11	11	43137.1	P	0.000244																															
213865_at	11	11	77.7	A	0.969727																															
213866_at	11	11	65.0	A	0.805420																															
213867_x_at	11	11	108054.5	P	0.000244																															
213868_s_at	11	11	78.7	A	0.780518																															
213869_x_at	11	11	3386.4	P	0.008057																															
213870_at	11	11	348.4	A	0.500000																															
213871_s_at	11	11	160.6	A	0.828613																															
213872_at	11	11	6651.6	P	0.000244																															
213873_at	11	11	864.2	A	0.067627																															
213874_at	11	11	1022.2	A	0.080566																															
213875_x_at	11	11	2517.8	P	0.008057																															
213876_x_at	11	11	2572.4	P	0.005859																															
213877_x_at	11	11	586.5	A	0.466064																															
213878_at	11	11	3424.1	P	0.001221																															
213879_at	11	11	1097.9	P	0.014160																															
213880_at	11	11	133.1	A	0.567627																															
213881_x_at	11	11	37759.3	P	0.000244																															
213882_at	11	11	1129.5	P	0.002930																															
213883_s_at	11	11	3930.3	P	0.000244																															
213884_s_at	11	11	39.2	A	0.466064																															
213885_at	11	11	1301.6	P	0.008057																															
213887_s_at	11	11	4717.5	P	0.000244																															
213888_s_at	11	11	106.4	A	0.500000																															
213889_at	11	11	1261.9	A	0.129639																															
213890_x_at	11	11	96765.5	P	0.000244																															
213891_s_at	11	11	6554.3	P	0.000244																															
213892_s_at	11	11	6683.8	P	0.000244																															
213893_x_at	11	11	5547.4	P	0.001953																															
213894_at	11	11	496.7	A	0.334473																															
213895_at	11	11	693.4	P	0.030273																															
213896_x_at	11	11	733.9	M	0.056152																															
213897_s_at	11	11	3975.7	P	0.000244																															
213898_at	11	11	584.6	P	0.046143																															
213899_at	11	11	1004.2	P	0.008057																															
213900_at	11	11	6914.9	P	0.000732																															
213901_x_at	11	11	2453.7	A	0.129639																															
213902_at	11	11	4097.9	P	0.000244																															
213903_s_at	11	11	126.3	A	0.665527																															
213904_at	11	11	458.0	P	0.037598																															
213905_x_at	11	11	911.0	M	0.056152																															
213906_at	11	11	1413.6	P	0.000732																															
213907_at	11	11	869.4	A	0.080566																															
213908_at	11	11	586.4	M	0.056152																															
213909_at	11	11	1090.6	M	0.056152																															
213910_at	11	11	410.2	A	0.334473																															
213911_s_at	11	11	15634.1	P	0.000244																															
213912_at	11	11	812.6	A	0.219482																															
213913_s_at	11	11	591.6	A	0.067627																															
213914_s_at	11	11	48.2	A	0.828613																															
213915_at	11	11	34.8	A	0.850342																															
213916_at	11	11	1266.1	P	0.046143																															
213917_at	11	11	215.5	A	0.633789																															
213918_s_at	11	11	2675.0	P	0.000244																															
213919_at	11	11	824.0	P	0.008057																															
213920_at	11	11	931.1	P	0.023926																															
213921_at	11	11	129.3	A	0.633789																															
