22841-22834-MA0000517,adult_old,MPATH458, skin 133A
Probe Array Lot: 2006849
Operator Name: ec
Sample Type: 
Sample Description: 
Project: 
Comments: 
Reagents: 
Reagent Lot: 
Algorithm: Statistical
Corner+ Avg:169, Count:32
Corner- Avg:9762, Count:32
BF= Alpha1=0.05 Alpha2=0.065 Tau=0.015 Gamma1H=0.0045 Gamma1L=0.0045 Gamma2H=0.006 Gamma2L=0.006 Perturbation=1.1 TGT=2500 NF=1.000000 SF=15.616271 SFGene=All 
Background=Avg:80.00,Stdev:2.49,Max:87.7,Min:75.2 Noise=Avg:4.99,Stdev:0.45,Max:6.6,Min:4.1 RawQ=3.25 

Probe Set Name	Stat Pairs	Stat Pairs Used	Signal	Detection	Detection p-value	Stat Common Pairs	Signal Log Ratio	Signal Log Ratio Low	Signal Log Ratio High	Change	Change p-value	Positive	Negative	Pairs	Pairs Used	Pairs InAvg	Pos Fraction	Log Avg	Pos/Neg	Avg Diff	Abs Call	Inc	Dec	Inc Ratio	Dec Ratio	Pos Change	Neg Change	Inc/Dec	DPos-DNeg Ratio	Log Avg Ratio Change	Diff Call	Avg Diff Change	B=A	Fold Change	Sort Score	
205886_at	11	11	596.1	A	0.219482																															
205887_x_at	11	11	1291.3	P	0.002930																															
205888_s_at	11	11	615.7	A	0.303711																															
205889_s_at	11	11	269.4	A	0.149658																															
205890_s_at	11	11	6304.2	P	0.005859																															
205891_at	11	11	1582.4	A	0.067627																															
205892_s_at	11	11	35.2	A	0.985840																															
205893_at	11	11	173.4	A	0.095215																															
205894_at	11	11	1101.9	A	0.149658																															
205895_s_at	11	11	2580.4	P	0.000244																															
205896_at	11	11	791.5	A	0.095215																															
205897_at	11	11	1384.7	A	0.219482																															
205898_at	11	11	1883.1	P	0.005859																															
205899_at	11	11	304.9	A	0.432373																															
205900_at	11	11	684.2	A	0.334473																															
205901_at	11	11	592.0	A	0.366211																															
205902_at	11	11	51.0	A	0.981445																															
205903_s_at	11	11	52.7	A	0.932373																															
205904_at	11	11	1422.3	P	0.008057																															
205905_s_at	11	11	1313.5	A	0.067627																															
205906_at	11	11	245.6	A	0.601074																															
205907_s_at	11	11	401.0	A	0.129639																															
205908_s_at	11	11	257.4	A	0.398926																															
205909_at	11	11	2013.7	P	0.010742																															
205910_s_at	11	11	97.2	A	0.828613																															
205911_at	11	11	904.7	A	0.080566																															
205912_at	11	11	146.7	A	0.633789																															
205913_at	11	11	556.8	A	0.398926																															
205914_s_at	8	8	53.0	A	0.998047																															
205915_x_at	11	11	128.6	A	0.805420																															
205916_at	11	11	66.9	A	0.932373																															
205917_at	11	11	1997.4	P	0.000244																															
205918_at	11	11	69.5	A	0.850342																															
205919_at	11	11	532.8	A	0.219482																															
205920_at	11	11	75.8	A	0.943848																															
205921_s_at	11	11	42.6	A	0.828613																															
205922_at	11	11	45.9	A	0.828613																															
205923_at	11	11	4531.0	P	0.000732																															
205924_at	11	11	95.4	A	0.828613																															
205925_s_at	11	11	263.6	A	0.432373																															
205926_at	11	11	1622.5	P	0.037598																															
205927_s_at	11	11	968.4	A	0.129639																															
205928_at	11	11	2347.8	P	0.010742																															
205929_at	11	11	978.1	A	0.274170																															
205930_at	11	11	1899.8	P	0.001221																															
205931_s_at	11	11	370.1	A	0.219482																															
205932_s_at	11	11	623.3	A	0.246094																															
205933_at	11	11	2829.7	P	0.002930																															
205934_at	11	11	527.6	P	0.010742																															
205935_at	11	11	95.0	A	0.366211																															
205936_s_at	11	11	61.5	A	0.969727																															
205937_at	11	11	449.7	A	0.067627																															
205938_at	11	11	89.8	A	0.633789																															
205939_at	11	11	623.1	A	0.080566																															
205940_at	11	11	130.9	A	0.665527																															
205941_s_at	11	11	385.8	A	0.398926																															
205942_s_at	11	11	607.8	A	0.274170																															
205943_at	11	11	561.9	P	0.037598																															
205944_s_at	11	11	692.6	A	0.366211																															
205945_at	11	11	662.2	A	0.111572																															
205946_at	11	11	186.8	A	0.850342																															
205947_s_at	11	11	48.7	A	0.985840																															
205948_at	11	11	1241.1	A	0.129639																															
205949_at	11	11	620.5	P	0.008057																															
205950_s_at	11	11	1035.9	A	0.303711																															
205951_at	11	11	25.1	A	0.850342																															
205952_at	11	11	900.7	A	0.274170																															
205953_at	11	11	1613.0	P	0.000244																															
205954_at	11	11	324.3	A	0.366211																															
205955_at	11	11	488.2	A	0.149658																															
205956_x_at	11	11	1252.2	A	0.149658																															
205957_at	11	11	613.1	A	0.334473																															
205958_x_at	11	11	61.5	A	0.633789																															
205959_at	11	11	518.5	A	0.398926																															
205960_at	11	11	953.0	P	0.008057																															
205961_s_at	11	11	1747.0	P	0.001953																															
205962_at	11	11	80.0	A	0.567627																															
205963_s_at	11	11	4869.9	P	0.004150																															
205964_at	11	11	735.8	P	0.010742																															
205965_at	11	11	3860.2	P	0.037598																															
205966_at	11	11	21.8	A	0.753906																															
205967_at	11	11	2274.2	P	0.005859																															
205968_at	11	11	1815.8	P	0.046143																															
205969_at	11	11	143.8	A	0.665527																															
205970_at	11	11	958.8	A	0.274170																															
205971_s_at	11	11	82.2	A	0.432373																															
205972_at	11	11	232.0	A	0.567627																															
205973_at	11	11	582.8	A	0.129639																															
205974_at	11	11	333.9	A	0.601074																															
205975_s_at	11	11	884.1	A	0.080566																															
205976_at	11	11	918.7	P	0.008057																															
205977_s_at	11	11	2191.3	A	0.095215																															
205978_at	11	11	554.3	P	0.014160																															
205979_at	11	11	220.4	A	0.334473																															
205980_s_at	11	11	5507.3	M	0.056152																															
205981_s_at	11	11	1745.6	P	0.000244																															
205982_x_at	11	11	44.1	A	0.998047																															
205983_at	11	11	698.0	A	0.466064																															
205984_at	11	11	83.3	A	0.633789																															
205985_x_at	11	11	64.2	A	0.870361																															
205986_at	11	11	1621.8	A	0.095215																															
205987_at	11	11	65.0	A	0.432373																															
205988_at	11	11	1874.6	P	0.037598																															
205989_s_at	11	11	34.5	A	0.601074																															
205990_s_at	11	11	1050.3	P	0.018555																															
205991_s_at	11	11	1585.3	P	0.000244																															
205992_s_at	11	11	643.7	P	0.004150																															
205993_s_at	11	11	163.0	A	0.466064																															
205994_at	11	11	364.8	A	0.334473																															
205995_x_at	11	11	3868.0	A	0.246094																															
205996_s_at	11	11	1916.0	P	0.018555																															
205997_at	11	11	59.6	A	0.953857																															
205998_x_at	11	11	1799.5	A	0.080566																															
205999_x_at	11	11	225.0	A	0.366211																															
206000_at	11	11	92.8	A	0.904785																															
206001_at	11	11	611.8	A	0.194580																															
206002_at	11	11	1331.7	P	0.001221																															
206003_at	11	11	1302.1	P	0.010742																															
206004_at	11	11	222.9	A	0.432373																															
206005_s_at	11	11	853.1	P	0.037598																															
206006_s_at	11	11	1696.5	P	0.018555																															
206007_at	11	11	319.0	A	0.246094																															
206008_at	11	11	84.2	A	0.633789																															
206009_at	11	11	573.3	A	0.129639																															
206010_at	11	11	1366.7	P	0.030273																															
206011_at	11	11	1737.3	A	0.080566																															
206012_at	11	11	670.1	A	0.149658																															
206013_s_at	11	11	27.4	A	0.904785																															
206014_at	11	11	53.1	A	0.999268																															
206015_s_at	11	11	7282.6	P	0.000244																															
206016_at	11	11	1572.2	P	0.005859																															
206017_at	11	11	54.3	A	0.805420																															
206018_at	11	11	49.7	A	0.932373																															
206019_at	11	11	1198.3	A	0.366211																															
206020_at	11	11	895.8	P	0.001953																															
206021_at	11	11	254.5	A	0.274170																															
206022_at	11	11	490.1	M	0.056152																															
206023_at	11	11	74.7	A	0.665527																															
206024_at	11	11	56.4	A	0.969727																															
206025_s_at	11	11	1180.4	P	0.005859																															
206026_s_at	11	11	2145.1	P	0.001953																															
206027_at	11	11	154.7	A	0.466064																															
206028_s_at	11	11	2595.8	P	0.000244																															
206029_at	11	11	286.6	A	0.194580																															
206030_at	11	11	663.1	A	0.334473																															
206031_s_at	11	11	1132.7	P	0.010742																															
206032_at	11	11	850.2	P	0.008057																															
206033_s_at	11	11	819.0	A	0.080566																															
206034_at	11	11	132.6	A	0.696289																															
206035_at	11	11	566.5	P	0.037598																															
206036_s_at	11	11	1286.4	P	0.008057																															
206037_at	11	11	1648.0	P	0.014160																															
206038_s_at	11	11	210.0	A	0.334473																															
206039_at	11	11	364.9	A	0.398926																															
206040_s_at	11	11	39.7	A	0.994141																															
206042_x_at	11	11	5388.9	P	0.000244																															
206043_s_at	11	11	890.9	A	0.129639																															
206044_s_at	11	11	1060.5	P	0.037598																															
206045_s_at	11	11	224.6	A	0.432373																															
206046_at	11	11	893.3	M	0.056152																															
206047_at	11	11	832.1	A	0.334473																															
206048_at	11	11	346.8	A	0.149658																															
206049_at	11	11	1969.5	A	0.067627																															
206050_s_at	11	11	6439.1	P	0.001953																															
206051_at	11	11	335.0	A	0.533936																															
206052_s_at	11	11	3709.4	P	0.000732																															
206053_at	11	11	1568.8	P	0.010742																															
206054_at	11	11	82.8	A	0.828613																															
206055_s_at	11	11	4121.5	P	0.000732																															
206056_x_at	11	11	1181.2	A	0.080566																															
206057_x_at	11	11	523.1	A	0.533936																															
206058_at	11	11	1512.5	A	0.067627																															
206059_at	11	11	9022.5	P	0.000244																															
206060_s_at	11	11	83.5	A	0.665527																															
206061_s_at	11	11	3862.3	P	0.000244																															
206062_at	11	11	317.0	A	0.533936																															
206063_x_at	11	11	883.3	A	0.080566																															
206064_s_at	11	11	479.0	A	0.466064																															
206065_s_at	11	11	344.7	A	0.303711																															
206066_s_at	11	11	1657.3	P	0.030273																															
206067_s_at	11	11	34.5	A	0.943848																															
206068_s_at	11	11	310.7	A	0.665527																															
206069_s_at	11	11	29.9	A	0.696289																															
206070_s_at	11	11	62.2	A	0.828613																															
206071_s_at	11	11	116.2	A	0.633789																															
206072_at	11	11	289.1	A	0.567627																															
206073_at	11	11	358.7	A	0.633789																															
206074_s_at	11	11	4533.3	P	0.010742																															
206075_s_at	11	11	2755.4	P	0.014160																															
206076_at	11	11	1022.8	A	0.194580																															
206077_at	11	11	100.6	A	0.500000																															
206078_at	11	11	612.9	A	0.129639																															
206079_at	11	11	319.5	A	0.567627																															
206080_at	11	11	504.8	A	0.334473																															
206081_at	11	11	1132.1	P	0.018555																															
206082_at	11	11	1292.9	A	0.149658																															
206083_at	11	11	77.3	A	0.665527																															
206084_at	11	11	525.5	A	0.334473																															
206085_s_at	11	11	67.0	A	0.567627																															
206086_x_at	11	11	1411.8	P	0.018555																															
206087_x_at	11	11	1929.3	P	0.004150																															
206088_at	11	11	1563.4	P	0.014160																															
206089_at	11	11	121.2	A	0.696289																															
206090_s_at	11	11	1050.9	P	0.037598																															
206091_at	11	11	256.5	A	0.246094																															
206092_x_at	11	11	770.6	P	0.018555																															
206093_x_at	11	11	2590.9	A	0.080566																															
206094_x_at	11	11	1104.5	M	0.056152																															
206095_s_at	11	11	4905.1	P	0.000732																															
206096_at	11	11	831.5	P	0.014160																															
206097_at	11	11	752.5	A	0.274170																															
206098_at	11	11	553.6	P	0.018555																															
206099_at	11	11	2330.0	P	0.046143																															
206100_at	11	11	578.7	P	0.030273																															
206101_at	11	11	1233.1	P	0.004150																															
206102_at	11	11	2763.1	P	0.000244																															
206103_at	11	11	556.8	A	0.274170																															
206104_at	11	11	328.4	A	0.466064																															
206105_at	11	11	868.1	A	0.129639																															
206106_at	11	11	577.3	A	0.274170																															
206107_at	11	11	147.6	A	0.601074																															
206108_s_at	11	11	900.0	M	0.056152																															
206109_at	11	11	814.9	A	0.149658																															
206110_at	11	11	1049.6	A	0.500000																															
206111_at	11	11	514.5	P	0.046143																															
206112_at	11	11	25.2	A	0.567627																															
206113_s_at	11	11	1943.1	P	0.000732																															
206114_at	11	11	180.2	A	0.633789																															
206115_at	11	11	2021.0	P	0.000732																															
206116_s_at	11	11	10501.7	P	0.000244																															
206117_at	11	11	2564.9	P	0.001953																															
206118_at	11	11	1493.1	A	0.149658																															
206119_at	11	11	537.6	A	0.246094																															
206120_at	11	11	100.1	A	0.991943																															
206121_at	11	11	541.3	A	0.111572																															
206122_at	11	11	61.3	A	0.953857																															
206123_at	11	11	1166.4	A	0.274170																															
206124_s_at	11	11	140.9	A	0.753906																															
206125_s_at	11	11	1843.3	A	0.067627																															
206126_at	11	11	69.6	A	0.870361																															
206127_at	11	11	440.7	A	0.067627																															
206128_at	11	11	115.0	A	0.753906																															
206129_s_at	11	11	812.8	A	0.111572																															
206130_s_at	11	11	257.0	A	0.828613																															
206131_at	11	11	419.2	A	0.303711																															
206132_at	11	11	1901.3	P	0.023926																															
206133_at	11	11	388.2	A	0.095215																															
206134_at	11	11	872.5	P	0.000732																															
206135_at	11	11	46.0	A	0.828613																															
206136_at	11	11	66.7	A	0.904785																															
206137_at	11	11	818.2	A	0.567627																															
206138_s_at	11	11	6169.4	P	0.014160																															
206139_at	11	11	2500.7	P	0.008057																															
206140_at	11	11	59.4	A	0.828613																															
206141_at	11	11	1181.2	P	0.014160																															
206142_at	11	11	850.2	A	0.129639																															
206143_at	11	11	10116.1	P	0.000244																															
206144_at	11	11	910.2	P	0.023926																															
206145_at	11	11	217.3	A	0.303711																															
206146_s_at	11	11	36.8	A	0.932373																															
206147_x_at	11	11	2239.0	P	0.030273																															
206148_at	11	11	203.8	A	0.567627																															
206149_at	11	11	134.2	A	0.888428																															
206150_at	11	11	1030.6	A	0.111572																															
206151_x_at	11	11	174.4	A	0.696289																															
206152_at	11	11	178.8	A	0.665527																															
206153_at	11	11	202.5	A	0.533936																															
206154_at	11	11	169.6	A	0.633789																															
206155_at	11	11	65.8	A	0.665527																															
206156_at	11	11	55.4	A	0.981445																															
206157_at	11	11	410.5	P	0.001953																															
206158_s_at	11	11	16598.3	P	0.000244																															
206159_at	11	11	676.4	A	0.171387																															
206160_at	11	11	614.4	A	0.149658																															
206161_s_at	11	11	320.0	P	0.037598																															
206162_x_at	11	11	16.4	A	0.904785																															
206163_at	11	11	1192.6	P	0.001953																															
206164_at	11	11	119.8	A	0.398926																															
206165_s_at	11	11	515.9	P	0.018555																															
206166_s_at	11	11	385.3	A	0.171387																															
206167_s_at	11	11	928.4	P	0.000244																															
206168_at	11	11	313.9	A	0.149658																															
206169_x_at	11	11	1217.5	A	0.095215																															
206170_at	11	11	2270.6	P	0.002930																															
206171_at	11	11	1743.2	P	0.014160																															
206172_at	11	11	85.5	A	0.725830																															
206173_x_at	11	11	596.8	A	0.432373																															
206174_s_at	11	11	5453.7	P	0.000244																															
206175_x_at	11	11	475.5	A	0.303711																															
206176_at	11	11	790.7	A	0.366211																															
206177_s_at	11	11	414.4	A	0.129639																															
206178_at	11	11	938.8	A	0.095215																															
206179_s_at	11	11	195.3	A	0.398926																															
206180_x_at	11	11	2928.4	A	0.274170																															
206181_at	11	11	789.6	P	0.002930																															
206182_at	11	11	1019.7	M	0.056152																															
206183_s_at	11	11	298.6	A	0.194580																															
206184_at	11	11	1580.0	P	0.037598																															
206185_at	11	11	34.5	A	0.985840																															
206186_at	11	11	1774.0	P	0.023926																															
206187_at	11	11	208.1	A	0.567627																															
206188_at	11	11	300.2	A	0.171387																															
206189_at	11	11	100.7	A	0.753906																															
206190_at	11	11	56.2	A	0.904785																															
206191_at	11	11	772.8	A	0.366211																															
206192_at	11	11	217.0	A	0.601074																															
206193_s_at	11	11	163.1	A	0.696289																															
206194_at	11	11	1738.8	P	0.000732																															
206195_x_at	11	11	124.2	A	0.870361																															
206196_s_at	11	11	318.6	A	0.366211																															
206197_at	11	11	2120.2	P	0.008057																															
206198_s_at	11	11	61.2	A	0.601074																															
206199_at	11	11	448.2	A	0.334473																															
206200_s_at	11	11	5204.7	P	0.030273																															
206201_s_at	11	11	424.2	P	0.001953																															
206202_at	11	11	85.0	A	0.696289																															
206203_at	11	11	159.5	A	0.567627																															
206204_at	11	11	429.4	P	0.046143																															
206205_at	11	11	83.6	A	0.780518																															
206206_at	11	11	1140.6	A	0.303711																															
206207_at	11	11	122.5	A	0.805420																															
206208_at	11	11	446.6	A	0.432373																															
206209_s_at	11	11	1632.6	P	0.008057																															
206210_s_at	11	11	98.2	A	0.919434																															
206211_at	11	11	157.1	A	0.274170																															
206212_at	11	11	1493.0	P	0.037598																															
206213_at	11	11	152.1	A	0.633789																															
206214_at	11	11	880.0	P	0.010742																															
206215_at	11	11	382.5	A	0.500000																															
206216_at	11	11	1043.3	A	0.303711																															
206217_at	11	11	1149.1	A	0.080566																															
206218_at	11	11	363.9	A	0.194580																															
206219_s_at	11	11	700.5	A	0.095215																															
206220_s_at	11	11	75.8	A	0.919434																															
206221_at	11	11	91.9	A	0.870361																															
206222_at	11	11	366.1	A	0.303711																															
206223_at	11	11	411.4	A	0.533936																															
206224_at	11	11	400.5	A	0.129639																															
206225_at	11	11	916.0	A	0.095215																															
206226_at	11	11	767.1	A	0.303711																															
206227_at	11	11	1563.4	A	0.111572																															
206228_at	11	11	572.2	A	0.095215																															
206229_x_at	11	11	638.6	A	0.171387																															
206230_at	11	11	134.0	A	0.567627																															
206231_at	11	11	474.8	A	0.533936																															
206232_s_at	11	11	406.6	A	0.601074																															
206233_at	11	11	389.7	A	0.067627																															
206234_s_at	11	11	144.4	A	0.633789																															
206235_at	11	11	788.7	P	0.014160																															
206236_at	11	11	395.7	A	0.171387																															
206237_s_at	11	11	100.0	A	0.725830																															
206238_s_at	11	11	1581.8	A	0.194580																															
206239_s_at	11	11	816.6	A	0.067627																															
206240_s_at	11	11	2286.7	P	0.000244																															
206241_at	11	11	432.8	A	0.111572																															
206242_at	11	11	512.6	A	0.303711																															
206243_at	11	11	459.4	A	0.194580																															
206244_at	11	11	72.6	A	0.753906																															
206245_s_at	11	11	7378.6	P	0.000244																															
206246_at	11	11	351.4	A	0.633789																															
206247_at	11	11	360.9	A	0.500000																															
206248_at	11	11	529.0	A	0.194580																															
206249_at	11	11	695.2	A	0.219482																															
206250_x_at	11	11	119.1	A	0.828613																															
206251_s_at	11	11	195.7	A	0.274170																															
206252_s_at	11	11	328.0	A	0.366211																															
206253_at	11	11	41.4	A	0.696289																															
206254_at	11	11	4022.6	P	0.005859																															
206255_at	11	11	30.5	A	0.969727																															
206256_at	11	11	884.5	A	0.067627																															
206257_at	11	11	1991.3	P	0.018555																															
206258_at	11	11	23.8	A	0.943848																															
206259_at	11	11	54.4	A	0.953857																															
206260_at	11	11	451.9	A	0.432373																															
206261_at	11	11	2506.4	P	0.002930																															
206262_at	11	11	127.1	A	0.432373																															
206263_at	11	11	3685.8	P	0.018555																															
206264_at	11	11	912.4	P	0.046143																															
206265_s_at	11	11	283.7	A	0.665527																															
206266_at	11	11	56.2	A	0.888428																															
206267_s_at	11	11	595.7	A	0.149658																															
206268_at	11	11	581.8	A	0.080566																															
206269_at	11	11	310.4	A	0.398926																															
206270_at	11	11	23.7	A	0.919434																															
206271_at	11	11	891.5	P	0.004150																															
206272_at	11	11	3000.1	P	0.000244																															
206273_at	11	11	367.7	A	0.533936																															
206274_s_at	11	11	620.7	M	0.056152																															
206275_s_at	11	11	501.6	A	0.334473																															
206276_at	11	11	173.4	A	0.696289																															
206277_at	11	11	232.4	A	0.567627																															
206278_at	11	11	43.7	A	0.633789																															
206279_at	11	11	468.0	P	0.037598																															
206280_at	11	11	908.4	A	0.398926																															
206281_at	11	11	985.8	A	0.274170																															
206282_at	11	11	226.5	A	0.805420																															
206283_s_at	11	11	714.3	P	0.004150																															
206284_x_at	11	11	3854.2	P	0.018555																															
206285_at	11	11	113.5	A	0.665527																															
206286_s_at	11	11	92.5	A	0.432373																															
206287_s_at	11	11	62.6	A	0.888428																															
206288_at	11	11	171.6	A	0.601074																															
206289_at	11	11	1641.2	P	0.030273																															
206290_s_at	11	11	590.0	P	0.046143																															
206291_at	11	11	247.8	A	0.366211																															
206292_s_at	11	11	259.5	A	0.274170																															
206293_at	11	11	80.3	A	0.633789																															
206294_at	11	11	412.6	A	0.601074																															
206295_at	11	11	182.4	A	0.366211																															
206296_x_at	11	11	75.5	A	0.976074																															
206297_at	11	11	647.1	A	0.171387																															
206298_at	11	11	130.2	A	0.633789																															
206299_at	11	11	430.8	A	0.303711																															
206300_s_at	11	11	6446.1	P	0.000244																															
206301_at	11	11	53.1	A	0.904785																															
206302_s_at	11	11	1697.5	P	0.000244																															
206303_s_at	11	11	328.1	A	0.398926																															
206304_at	11	11	183.7	A	0.696289																															
206305_s_at	11	11	126.0	A	0.780518																															
206306_at	11	11	1449.6	P	0.002930																															
206307_s_at	11	11	203.5	A	0.366211																															
206308_at	11	11	709.5	P	0.005859																															
206309_at	11	11	1089.6	A	0.366211																															
206310_at	11	11	111.8	A	0.805420																															
206311_s_at	11	11	467.2	A	0.067627																															
206312_at	11	11	261.3	A	0.567627																															
206313_at	11	11	255.2	A	0.432373																															
206314_at	11	11	1002.3	P	0.037598																															
206315_at	11	11	911.1	A	0.194580																															
206316_s_at	11	11	1611.2	P	0.005859																															
206317_s_at	11	11	62.3	A	0.665527																															
206318_at	11	11	352.0	P	0.010742																															
206319_s_at	11	11	768.4	A	0.171387																															
206320_s_at	11	11	46.4	A	0.870361																															
206321_at	11	11	36.7	A	0.932373																															
206322_at	11	11	206.2	A	0.466064																															
206323_x_at	11	11	12802.3	P	0.000244																															
206324_s_at	11	11	849.1	P	0.000732																															
206325_at	11	11	204.0	A	0.753906																															
206326_at	11	11	1117.4	A	0.171387																															
206327_s_at	11	11	111.0	A	0.633789																															
206328_at	11	11	54.3	A	0.888428																															
206329_at	11	11	362.5	A	0.274170																															
206330_s_at	11	11	63.0	A	0.850342																															
206331_at	11	11	1831.9	M	0.056152																															
206332_s_at	11	11	4777.3	P	0.000244																															
206333_at	11	11	47.5	A	0.850342																															
206334_at	11	11	384.7	A	0.466064																															
206335_at	11	11	1381.6	A	0.080566																															
206336_at	11	11	1156.9	P	0.008057																															
206337_at	11	11	495.1	A	0.246094																															
206338_at	11	11	86.1	A	0.969727																															
206339_at	11	11	162.6	A	0.219482																															
206340_at	11	11	682.1	A	0.171387																															
206341_at	11	11	79.3	A	0.665527																															
206342_x_at	11	11	1761.4	M	0.056152																															
206343_s_at	11	11	138.9	A	0.665527																															
206344_at	11	11	471.5	P	0.023926																															
206345_s_at	11	11	559.8	A	0.303711																															
206346_at	11	11	475.1	P	0.000244																															
206347_at	11	11	641.3	A	0.194580																															
206348_s_at	11	11	406.2	A	0.533936																															
206349_at	11	11	20.9	A	0.997070																															
206350_at	11	11	549.1	A	0.246094																															
206351_s_at	11	11	1021.8	A	0.129639																															
206352_s_at	11	11	1813.7	P	0.037598																															
206353_at	11	11	827.2	P	0.018555																															
206354_at	11	11	67.9	A	0.828613																															
206355_at	11	11	174.4	A	0.080566																															
206356_s_at	11	11	34.4	A	0.665527																															
206357_at	11	11	117.9	A	0.601074																															
206358_at	11	11	77.4	A	0.919434																															
206359_at	11	11	294.4	A	0.398926																															
206360_s_at	11	11	474.4	A	0.171387																															
206361_at	11	11	547.8	A	0.194580																															
206362_x_at	11	11	94.4	A	0.989258																															
206363_at	11	11	981.1	A	0.194580																															
206364_at	11	11	1021.2	P	0.010742																															
206365_at	11	11	474.3	A	0.466064																															
206366_x_at	11	11	136.0	A	0.366211																															
206367_at	11	11	76.2	A	0.725830																															
206368_at	11	11	200.9	A	0.194580																															
206369_s_at	11	11	77.0	A	0.969727																															
206370_at	11	11	22.7	A	0.567627																															
206371_at	11	11	349.6	A	0.500000																															
206372_at	11	11	293.4	A	0.665527																															
206373_at	11	11	416.9	A	0.432373																															
206374_at	11	11	2220.5	P	0.018555																															
206375_s_at	11	11	244.6	A	0.500000																															
206376_at	11	11	39.4	A	0.888428																															
206377_at	11	11	1002.7	P	0.005859																															
206378_at	11	11	3180.5	P	0.000732																															
206379_at	11	11	176.6	A	0.696289																															
206380_s_at	11	11	25.7	A	0.985840																															
206381_at	11	11	267.2	A	0.533936																															
206382_s_at	11	11	242.7	A	0.274170																															
206383_s_at	11	11	1060.9	P	0.030273																															
206384_at	11	11	65.0	A	0.850342																															
206385_s_at	11	11	5356.0	P	0.001221																															
206386_at	11	11	489.1	A	0.171387																															
206387_at	11	11	87.7	A	0.919434																															
206388_at	11	11	746.2	P	0.023926																															
206389_s_at	11	11	64.0	A	0.696289																															
206390_x_at	11	11	295.8	A	0.567627																															
206391_at	11	11	602.4	A	0.334473																															
206392_s_at	11	11	1336.2	P	0.023926																															
206393_at	11	11	843.2	M	0.056152																															
206394_at	11	11	35.9	A	0.601074																															
206395_at	11	11	268.6	A	0.533936																															
206396_at	11	11	518.1	A	0.274170																															
206397_x_at	11	11	85.2	A	0.805420																															
206398_s_at	11	11	475.3	A	0.432373																															
206399_x_at	11	11	51.9	A	0.850342																															
206400_at	11	11	704.7	A	0.432373																															
206401_s_at	11	11	2268.8	P	0.018555																															
206402_s_at	11	11	61.4	A	0.870361																															
206403_at	11	11	888.6	A	0.171387																															
206404_at	11	11	628.7	A	0.366211																															
206405_x_at	11	11	3744.6	P	0.008057																															
206406_at	11	11	105.4	A	0.969727																															
206407_s_at	11	11	463.9	A	0.466064																															
206408_at	11	11	577.8	A	0.246094																															
206409_at	11	11	88.6	A	0.985840																															
206410_at	11	11	369.8	A	0.533936																															
206411_s_at	11	11	1450.5	A	0.274170																															
206412_at	11	11	66.3	A	0.696289																															
206413_s_at	11	11	371.9	A	0.665527																															
206414_s_at	11	11	2834.1	P	0.008057																															
206415_at	11	11	426.3	P	0.010742																															
206416_at	11	11	365.7	A	0.432373																															
206417_at	11	11	703.3	A	0.129639																															
206418_at	11	11	40.3	A	0.870361																															
206419_at	11	11	1404.2	A	0.219482																															
206420_at	11	11	474.0	P	0.001953																															
206421_s_at	11	11	71.7	A	0.989258																															
206422_at	11	11	79.3	A	0.780518																															
206423_at	11	11	140.7	A	0.633789																															
206424_at	11	11	1873.6	A	0.067627																															
206425_s_at	11	11	658.0	M	0.056152																															
206426_at	11	11	282.7	A	0.111572																															
206427_s_at	11	11	654.7	A	0.334473																															
206428_s_at	11	11	33.6	A	0.919434																															
206429_at	11	11	1580.3	P	0.037598																															
206430_at	11	11	102.6	A	0.888428																															
206431_x_at	11	11	4106.6	A	0.067627																															
206432_at	11	11	347.0	A	0.194580																															
206433_s_at	11	11	233.0	A	0.171387																															
206434_at	11	11	23.3	A	0.567627																															
206435_at	11	11	618.7	A	0.466064																															
206436_at	11	11	915.9	A	0.366211																															
206437_at	11	11	487.5	A	0.432373																															
206438_x_at	11	11	2287.6	P	0.046143																															
206439_at	11	11	333.9	A	0.601074																															
206440_at	11	11	46.0	A	0.633789																															
206441_s_at	11	11	2477.7	P	0.037598																															
206442_at	11	11	91.4	A	0.533936																															
206443_at	11	11	26.1	A	0.969727																															
206444_at	11	11	151.7	A	0.665527																															
206445_s_at	11	11	13714.0	P	0.001221																															
206446_s_at	11	11	66.5	A	0.696289																															
206447_at	11	11	83.2	A	0.753906																															
206448_at	11	11	812.6	P	0.014160																															
206449_s_at	11	11	271.1	A	0.219482																															
206450_at	11	11	109.2	A	0.780518																															
206451_at	11	11	1168.0	P	0.030273																															
206452_x_at	11	11	4424.9	P	0.023926																															
206453_s_at	11	11	27077.0	P	0.000244																															
206454_s_at	11	11	48.0	A	0.828613																															
206455_s_at	11	11	489.0	A	0.246094																															
206456_at	11	11	52.5	A	0.725830																															
206457_s_at	11	11	351.0	A	0.432373																															
206458_s_at	11	11	666.9	A	0.246094																															
206459_s_at	11	11	61.9	A	0.753906																															
206460_at	11	11	466.0	P	0.046143																															
206461_x_at	11	11	54233.5	P	0.030273																															
206462_s_at	11	11	651.8	A	0.246094																															
206463_s_at	11	11	77.9	A	0.753906																															
206464_at	11	11	197.6	A	0.500000																															
206465_at	11	11	168.9	A	0.665527																															
206466_at	11	11	65.4	A	0.466064																															
206467_x_at	11	11	1364.7	P	0.046143																															
206468_s_at	11	11	2050.6	M	0.056152																															
