21470-21452-fetal,normal,MA0000216 spinal column 133B
Probe Array Lot: 
Operator Name: ec
Sample Type: 
Sample Description: 
Project: 
Comments: 
Reagents: 
Reagent Lot: 
Algorithm: Statistical
Corner+ Avg:97, Count:32
Corner- Avg:8712, Count:32
BF= Alpha1=0.05 Alpha2=0.065 Tau=0.015 Gamma1H=0.0045 Gamma1L=0.0045 Gamma2H=0.006 Gamma2L=0.006 Perturbation=1.1 TGT=2500 NF=1.000000 SF=24.506239 SFGene=All 
Background=Avg:66.33,Stdev:2.48,Max:76.0,Min:61.5 Noise=Avg:3.49,Stdev:0.25,Max:4.3,Min:2.9 RawQ=2.67 

Probe Set Name	Stat Pairs	Stat Pairs Used	Signal	Detection	Detection p-value	Stat Common Pairs	Signal Log Ratio	Signal Log Ratio Low	Signal Log Ratio High	Change	Change p-value	Positive	Negative	Pairs	Pairs Used	Pairs InAvg	Pos Fraction	Log Avg	Pos/Neg	Avg Diff	Abs Call	Inc	Dec	Inc Ratio	Dec Ratio	Pos Change	Neg Change	Inc/Dec	DPos-DNeg Ratio	Log Avg Ratio Change	Diff Call	Avg Diff Change	B=A	Fold Change	Sort Score	
228525_at	11	11	1934.1	P	0.000244																															
228526_at	11	11	1047.5	A	0.246094																															
228527_s_at	11	11	164.4	A	0.533936																															
228528_at	11	11	2805.4	P	0.000244																															
228529_at	11	11	2665.2	P	0.037598																															
228530_at	11	11	1412.4	A	0.067627																															
228531_at	11	11	1185.0	P	0.018555																															
228532_at	11	11	404.6	A	0.533936																															
228533_at	11	11	675.6	A	0.398926																															
228534_s_at	11	11	829.6	A	0.171387																															
228535_at	11	11	4593.3	P	0.004150																															
228536_at	11	11	5650.4	P	0.004150																															
228537_at	11	11	3466.7	P	0.010742																															
228538_at	11	11	3575.0	P	0.023926																															
228539_at	11	11	1812.3	P	0.002930																															
228540_at	11	11	4496.0	P	0.046143																															
228541_x_at	11	11	6081.8	P	0.001221																															
228542_at	11	11	1605.0	P	0.030273																															
228543_at	11	11	2712.1	P	0.000244																															
228544_s_at	11	11	2540.8	P	0.037598																															
228545_at	11	11	4874.6	P	0.000244																															
228546_at	11	11	26803.5	P	0.000244																															
228547_at	11	11	34619.4	P	0.000244																															
228548_at	11	11	8206.5	P	0.000732																															
228549_at	11	11	1308.8	P	0.008057																															
228550_at	11	11	2659.3	P	0.004150																															
228551_at	11	11	9990.7	P	0.000732																															
228552_s_at	11	11	1022.8	A	0.111572																															
228553_at	11	11	952.2	A	0.246094																															
228554_at	11	11	1222.8	A	0.129639																															
228555_at	11	11	3217.0	P	0.000244																															
228556_at	11	11	378.0	A	0.129639																															
228557_at	11	11	899.8	P	0.010742																															
228558_at	11	11	92.5	A	0.976074																															
228559_at	11	11	1808.7	P	0.014160																															
228560_at	11	11	282.6	A	0.366211																															
228561_at	11	11	4304.7	P	0.005859																															
228562_at	11	11	7033.2	P	0.000244																															
228563_at	11	11	2111.2	A	0.129639																															
228564_at	11	11	2367.1	P	0.014160																															
228565_at	11	11	4007.3	P	0.000732																															
228566_at	11	11	5763.1	P	0.008057																															
228567_at	11	11	6466.9	P	0.000244																															
228568_at	11	11	3097.4	P	0.004150																															
228569_at	11	11	7732.8	P	0.000244																															
228570_at	11	11	10321.4	P	0.000244																															
228571_at	11	11	8528.0	P	0.002930																															
228572_at	11	11	1969.5	A	0.080566																															
228573_at	11	11	3755.7	P	0.000244																															
228574_at	11	11	9319.4	P	0.000732																															
228575_at	11	11	741.0	A	0.111572																															
228576_s_at	11	11	104.5	A	0.780518																															
228577_x_at	11	11	664.3	P	0.001221																															
228578_at	11	11	3364.8	A	0.080566																															
228579_at	11	11	11005.2	P	0.000244																															
228580_at	11	11	1747.0	P	0.018555																															
228581_at	11	11	5375.0	P	0.001953																															
228582_x_at	11	11	4195.1	P	0.000732																															
228583_at	11	11	4161.5	P	0.001953																															
228584_at	11	11	13479.7	P	0.000244																															
228585_at	11	11	1301.4	A	0.149658																															
228586_at	11	11	67.1	A	0.943848																															
228587_at	11	11	231.8	A	0.696289																															
228588_s_at	11	11	6579.0	P	0.001221																															
228589_at	11	11	277.4	A	0.466064																															
228590_at	11	11	1743.6	P	0.037598																															
228591_at	11	11	1273.2	A	0.246094																															
228592_at	11	11	365.7	A	0.246094																															
228593_at	11	11	2329.6	A	0.171387																															
228594_at	11	11	4516.2	P	0.000244																															
228595_at	11	11	2772.7	A	0.111572																															
228596_at	11	11	1346.9	P	0.037598																															
228597_at	11	11	2481.2	P	0.005859																															
228598_at	11	11	7807.0	P	0.000244																															
228599_at	11	11	357.9	A	0.171387																															
228600_x_at	11	11	2283.4	P	0.001953																															
228601_at	11	11	2511.4	P	0.000732																															
228602_at	11	11	3554.4	P	0.001221																															
228603_at	11	11	4178.3	P	0.001953																															
228604_at	11	11	782.4	P	0.001221																															
228605_at	11	11	9635.1	P	0.000244																															
228606_at	11	11	14885.6	P	0.000244																															
228607_at	11	11	1055.9	P	0.046143																															
228608_at	11	11	10700.7	P	0.000732																															
228609_at	11	11	28.2	A	0.943848																															
228610_at	11	11	2612.5	P	0.004150																															
228611_s_at	11	11	4099.0	P	0.014160																															
228612_at	11	11	4065.9	P	0.014160																															
228613_at	11	11	5287.5	P	0.000732																															
228614_at	11	11	4360.3	P	0.005859																															
228615_at	11	11	3753.9	P	0.004150																															
228616_at	11	11	425.3	A	0.633789																															
228617_at	11	11	1315.8	P	0.010742																															
228618_at	11	11	2535.4	P	0.001221																															
228619_x_at	11	11	4273.8	P	0.008057																															
228620_at	11	11	1192.2	P	0.023926																															
228621_at	11	11	541.5	A	0.194580																															
228622_s_at	11	11	2725.7	P	0.023926																															
228623_at	11	11	5933.4	P	0.001953																															
228624_at	11	11	1362.9	A	0.219482																															
228625_at	11	11	2334.9	A	0.067627																															
228626_at	11	11	1193.3	P	0.037598																															
228627_at	11	11	2212.0	A	0.246094																															
228628_at	11	11	16840.7	P	0.000244																															
228629_s_at	11	11	54.8	A	0.805420																															
228630_at	11	11	15964.6	P	0.000244																															
228631_s_at	11	11	130.9	A	0.633789																															
228632_at	11	11	1451.7	P	0.014160																															
228633_s_at	11	11	6549.0	A	0.067627																															
228634_s_at	11	11	795.3	P	0.037598																															
228635_at	11	11	12488.4	P	0.000244																															
228636_at	11	11	10813.7	P	0.000244																															
228637_at	11	11	161.3	A	0.500000																															
228638_at	11	11	4526.0	P	0.002930																															
228639_at	11	11	2509.6	A	0.095215																															
228640_at	11	11	37970.1	P	0.000244																															
228641_at	11	11	588.1	P	0.030273																															
228642_at	11	11	6946.5	P	0.000244																															
228643_at	11	11	106.6	A	0.533936																															
228644_s_at	11	11	1055.6	A	0.303711																															
228645_at	11	11	341.7	A	0.398926																															
228646_at	11	11	3384.7	P	0.008057																															
228647_at	11	11	2159.6	P	0.010742																															
228648_at	11	11	287.2	A	0.432373																															
228649_at	11	11	778.3	A	0.303711																															
228650_at	11	11	5973.1	P	0.001953																															
228651_at	11	11	1050.4	A	0.129639																															
228652_at	11	11	7114.9	P	0.001953																															
228653_at	11	11	3552.4	P	0.008057																															
228654_at	11	11	11618.6	P	0.000244																															
228655_at	11	11	2085.3	P	0.004150																															
228656_at	11	11	2280.2	P	0.004150																															
228657_at	11	11	1307.6	P	0.030273																															
228658_at	11	11	14452.3	P	0.000732																															
228659_at	11	11	61.7	A	0.665527																															
228660_x_at	11	11	8249.7	P	0.001221																															
228661_s_at	11	11	3849.8	P	0.001953																															
228662_at	11	11	11510.3	P	0.000732																															
228663_x_at	11	11	905.2	A	0.303711																															
228664_at	11	11	2626.7	A	0.171387																															
228665_at	11	11	4446.7	P	0.000732																															
228666_at	11	11	1455.2	A	0.149658																															
228667_at	11	11	6621.4	P	0.000732																															
228668_x_at	11	11	207.3	A	0.665527																															
228669_x_at	11	11	283.5	A	0.725830																															
228670_at	11	11	946.6	P	0.018555																															
228671_at	11	11	1488.2	M	0.056152																															
228672_at	11	11	86.3	A	0.828613																															
228673_s_at	11	11	883.4	A	0.149658																															
228674_s_at	11	11	411.6	A	0.194580																															
228675_at	11	11	699.3	A	0.334473																															
228676_at	11	11	178.0	A	0.725830																															
228677_s_at	11	11	1044.2	A	0.149658																															
228678_at	11	11	809.3	A	0.398926																															
228679_at	11	11	4031.1	P	0.000732																															
228680_at	11	11	18901.4	P	0.000244																															
228681_x_at	11	11	34.1	A	0.953857																															
228682_at	11	11	665.9	A	0.303711																															
228683_s_at	11	11	910.8	A	0.171387																															
228684_at	11	11	55.0	A	0.665527																															
228685_at	11	11	655.2	A	0.149658																															
228686_at	11	11	528.6	A	0.274170																															
228687_at	11	11	199.8	A	0.567627																															
228688_at	11	11	3342.6	P	0.004150																															
228689_at	11	11	753.0	A	0.432373																															
228690_s_at	11	11	27003.8	P	0.000732																															
228691_at	11	11	1684.1	A	0.274170																															
228692_at	11	11	1593.0	P	0.001953																															
228693_at	11	11	6571.1	P	0.010742																															
228694_at	11	11	4300.1	P	0.000244																															
228695_at	11	11	3273.4	P	0.001221																															
228696_at	11	11	2019.7	P	0.037598																															
228697_at	11	11	4542.8	P	0.000244																															
228698_at	11	11	8625.1	P	0.000244																															
228699_at	11	11	1149.5	A	0.219482																															
228700_at	11	11	1284.3	P	0.000244																															
228701_at	11	11	1495.1	A	0.219482																															
228702_at	11	11	2931.8	P	0.014160																															
228703_at	11	11	377.1	A	0.533936																															
228704_s_at	11	11	59.2	A	0.805420																															
228705_at	11	11	395.8	A	0.432373																															
228706_s_at	11	11	10.9	A	0.725830																															
228707_at	11	11	76.3	A	0.696289																															
228708_at	11	11	19166.6	P	0.000244																															
228709_at	11	11	3045.3	P	0.000244																															
228710_at	11	11	3302.4	P	0.000244																															
228711_at	11	11	1636.4	P	0.002930																															
228712_at	11	11	105.4	A	0.696289																															
228713_s_at	11	11	2891.3	P	0.023926																															
228714_at	11	11	1701.9	A	0.129639																															
228715_at	11	11	29271.9	P	0.000244																															
228716_at	11	11	998.8	P	0.008057																															
228717_at	11	11	1454.0	P	0.001953																															
228718_at	11	11	1693.9	P	0.000244																															
228719_at	11	11	986.6	A	0.334473																															
228720_at	11	11	3126.6	P	0.030273																															
228721_at	11	11	1934.1	P	0.005859																															
228722_at	11	11	5315.1	P	0.000244																															
228723_at	11	11	2230.5	P	0.018555																															
228724_at	11	11	7450.3	P	0.000244																															
228725_x_at	11	11	15151.7	P	0.001953																															
228726_at	11	11	742.6	A	0.194580																															
228727_at	11	11	750.5	A	0.500000																															
228728_at	11	11	6422.3	P	0.004150																															
228729_at	11	11	2092.6	P	0.000732																															
228730_s_at	11	11	2449.5	P	0.014160																															
228731_at	11	11	6395.6	P	0.000244																															
228732_at	11	11	5802.0	P	0.000732																															
228733_at	11	11	753.7	A	0.274170																															
228734_at	11	11	1958.6	P	0.000244																															
228735_s_at	11	11	1089.4	M	0.056152																															
228736_at	11	11	1021.2	P	0.001953																															
228737_at	11	11	2136.7	P	0.001221																															
228738_at	11	11	2774.3	A	0.111572																															
228739_at	11	11	1755.1	P	0.010742																															
228740_at	11	11	9454.0	P	0.000244																															
228741_s_at	11	11	3015.2	P	0.005859																															
228742_at	11	11	15123.2	P	0.000244																															
228743_at	11	11	3705.3	P	0.018555																															
228744_at	11	11	2479.3	P	0.000732																															
228745_at	11	11	13036.5	P	0.000244																															
228746_s_at	11	11	6607.4	P	0.001953																															
228747_at	11	11	13230.2	P	0.000244																															
228748_at	11	11	332.6	A	0.500000																															
228749_at	11	11	2163.4	P	0.000732																															
228750_at	11	11	8335.0	P	0.000244																															
228751_at	11	11	2712.5	P	0.000732																															
228752_at	11	11	1538.5	P	0.004150																															
228753_at	11	11	1320.7	A	0.080566																															
228754_at	11	11	3572.7	P	0.000732																															
228755_at	11	11	445.5	A	0.601074																															
228756_at	11	11	118.6	A	0.753906																															
228757_at	11	11	3212.0	P	0.008057																															
228758_at	11	11	2323.9	A	0.080566																															
228759_at	11	11	1934.0	A	0.219482																															
228760_at	11	11	7422.4	P	0.000244																															
228761_at	11	11	1570.4	A	0.149658																															
228762_at	11	11	2646.3	A	0.149658																															
228763_at	11	11	2601.8	P	0.000732																															
228764_s_at	11	11	1464.3	A	0.246094																															
228765_at	11	11	3347.0	P	0.001953																															
228766_at	11	11	4787.9	P	0.000244																															
228767_at	11	11	313.3	A	0.533936																															
228768_at	11	11	3870.0	P	0.001221																															
228769_at	11	11	1898.5	P	0.002930																															
228770_at	11	11	1172.1	P	0.018555																															
228771_at	11	11	11481.5	P	0.000244																															
228772_at	11	11	1860.6	P	0.000732																															
228773_at	11	11	1262.6	A	0.246094																															
228774_at	11	11	4695.4	P	0.000244																															
228775_at	11	11	5395.1	P	0.010742																															
228776_at	11	11	8001.7	P	0.000244																															
228777_at	11	11	1117.1	P	0.004150																															
228778_at	11	11	1069.4	P	0.008057																															
228779_at	11	11	929.3	P	0.046143																															
228780_at	11	11	12377.5	P	0.000244																															
228781_at	11	11	2110.8	A	0.303711																															
228782_at	11	11	39.0	A	0.725830																															
228783_at	11	11	4115.0	P	0.000244																															
228784_at	11	11	75.8	A	0.805420																															
228785_at	11	11	7417.7	P	0.000244																															
228786_at	11	11	2673.4	A	0.194580																															
228787_s_at	11	11	1617.8	A	0.567627																															
228788_at	11	11	4655.6	P	0.001221																															
228789_at	11	11	283.3	P	0.014160																															
228790_at	11	11	8351.1	P	0.000244																															
228791_at	11	11	3382.9	P	0.000244																															
228792_at	11	11	1545.1	P	0.000244																															
228793_at	11	11	3591.9	P	0.000732																															
228794_at	11	11	223.7	A	0.274170																															
228795_at	11	11	3163.6	A	0.111572																															
228796_at	11	11	5916.7	P	0.002930																															
228797_at	11	11	7280.1	P	0.000244																															
228798_x_at	11	11	505.9	A	0.466064																															
228799_at	11	11	1211.2	P	0.002930																															
228800_x_at	11	11	740.0	A	0.171387																															
228801_at	11	11	5164.6	P	0.002930																															
228802_at	11	11	488.2	A	0.432373																															
228803_at	11	11	1118.4	A	0.274170																															
228804_at	11	11	2095.0	A	0.067627																															
228805_at	11	11	7248.1	P	0.000732																															
228806_at	11	11	205.5	A	0.601074																															
228807_at	11	11	420.8	A	0.500000																															
228808_s_at	11	11	373.0	A	0.432373																															
228809_at	11	11	1674.9	P	0.005859																															
228810_at	11	11	2073.2	P	0.001953																															
228811_at	11	11	2156.4	P	0.000244																															
228812_at	11	11	1652.9	P	0.000732																															
228813_at	11	11	6075.0	P	0.000244																															
228814_at	11	11	85.9	A	0.904785																															
228815_s_at	11	11	527.5	A	0.246094																															
228816_at	11	11	2117.5	P	0.037598																															
228817_at	11	11	3373.3	P	0.002930																															
228818_at	11	11	716.9	A	0.432373																															
228819_at	11	11	4097.8	A	0.194580																															
228820_at	11	11	1579.2	A	0.129639																															
228821_at	11	11	6259.6	P	0.000244																															
228822_s_at	11	11	7466.4	P	0.000244																															
228823_at	11	11	1941.2	P	0.014160																															
228824_s_at	11	11	4985.4	P	0.000244																															
228825_at	11	11	3097.7	A	0.171387																															
228826_at	11	11	1718.8	P	0.014160																															
228827_at	11	11	29607.0	P	0.000244																															
228828_at	11	11	381.9	A	0.466064																															
228829_at	11	11	1744.7	P	0.004150																															
228830_s_at	11	11	1665.6	P	0.005859																															
228831_s_at	11	11	8545.1	P	0.018555																															
228832_at	11	11	1864.0	A	0.080566																															
228833_s_at	11	11	1265.3	A	0.095215																															
228834_at	11	11	8097.8	P	0.000244																															
228835_at	11	11	7486.7	P	0.030273																															
228836_at	11	11	726.2	A	0.567627																															
228837_at	11	11	6212.5	P	0.030273																															
228838_at	11	11	172.6	A	0.696289																															
228839_s_at	11	11	6937.9	P	0.001953																															
228840_at	11	11	539.6	A	0.466064																															
228841_at	11	11	17484.4	P	0.000244																															
228842_at	11	11	2769.0	P	0.010742																															
228843_at	11	11	11873.4	P	0.000732																															
228844_at	11	11	3912.2	P	0.014160																															
228845_at	11	11	1620.5	A	0.194580																															
228846_at	11	11	1810.1	P	0.008057																															
228847_at	11	11	978.7	A	0.171387																															
228848_at	11	11	190.7	A	0.601074																															
228849_at	11	11	13043.1	P	0.001953																															
228850_s_at	11	11	8375.5	P	0.000244																															
228851_s_at	11	11	1237.5	P	0.001221																															
228852_at	11	11	2142.6	P	0.005859																															
228853_at	11	11	3551.5	P	0.000244																															
228854_at	11	11	5514.7	P	0.001953																															
228855_at	11	11	1482.8	P	0.004150																															
228856_at	11	11	1392.0	P	0.000732																															
228857_at	11	11	8488.5	P	0.001953																															
228858_at	11	11	497.5	A	0.129639																															
228859_at	11	11	1016.7	M	0.056152																															
228860_at	11	11	971.8	A	0.334473																															
228861_at	11	11	1706.1	P	0.030273																															
228862_at	11	11	774.1	A	0.500000																															
228863_at	11	11	29599.4	P	0.001953																															
228864_at	11	11	1553.6	P	0.023926																															
228865_at	11	11	347.5	A	0.398926																															
228866_at	11	11	858.3	P	0.000732																															
228867_at	11	11	2092.3	P	0.000244																															
228868_x_at	11	11	1767.8	A	0.111572																															
228869_at	11	11	871.6	A	0.334473																															
228870_at	11	11	757.8	A	0.601074																															
228871_at	11	11	956.9	P	0.030273																															
228872_at	11	11	623.1	A	0.171387																															
228873_at	11	11	2262.6	P	0.037598																															
228874_at	11	11	46.9	A	0.633789																															
228875_at	11	11	2249.2	P	0.004150																															
228876_at	11	11	1054.1	A	0.219482																															
228877_at	11	11	617.2	A	0.466064																															
228878_s_at	11	11	136.1	A	0.805420																															
228879_at	11	11	2349.7	P	0.002930																															
228880_at	11	11	11879.1	P	0.008057																															
228881_at	11	11	2144.4	A	0.274170																															
228882_at	11	11	21779.7	P	0.000244																															
228883_at	11	11	405.8	A	0.466064																															
228884_at	11	11	1300.8	P	0.018555																															
228885_at	11	11	1115.4	P	0.018555																															
228886_at	11	11	3343.0	P	0.004150																															
228887_x_at	11	11	58.8	A	0.998047																															
228888_at	11	11	3403.7	A	0.095215																															
228889_at	11	11	3573.9	P	0.014160																															
228890_at	11	11	1809.2	P	0.037598																															
228891_at	11	11	7306.5	P	0.001221																															
228892_at	11	11	30.9	A	0.969727																															
228893_at	11	11	94.9	A	0.665527																															
228894_at	11	11	1006.3	A	0.466064																															
228895_s_at	11	11	1065.3	A	0.303711																															
228896_at	11	11	124.8	A	0.953857																															
228897_at	11	11	1533.7	P	0.001221																															
228898_s_at	11	11	92.7	A	0.919434																															
228899_at	11	11	2431.8	P	0.014160																															
228900_at	11	11	5133.3	P	0.018555																															
228901_at	11	11	497.2	A	0.500000																															
228902_at	11	11	1796.3	A	0.067627																															
228903_at	11	11	440.3	A	0.665527																															
228904_at	11	11	24964.2	P	0.000244																															
228905_at	11	11	6258.0	P	0.000244																															
228906_at	11	11	4362.1	P	0.000244																															
228907_at	11	11	79.4	A	0.828613																															
228908_s_at	11	11	8669.4	P	0.000732																															
228909_at	11	11	9183.6	P	0.000244																															
228910_at	11	11	2003.1	A	0.080566																															
228911_at	11	11	95.2	A	0.780518																															
228912_at	11	11	70.5	A	0.601074																															
228913_at	11	11	2980.1	P	0.004150																															
228914_at	11	11	3490.7	P	0.000244																															
228915_at	11	11	7881.1	P	0.001221																															
228916_at	11	11	4286.2	P	0.000244																															
228917_at	11	11	3407.8	P	0.023926																															
228918_at	11	11	1810.3	A	0.095215																															
228919_at	11	11	1713.6	A	0.080566																															
228920_at	11	11	11621.7	P	0.001221																															
228921_at	11	11	884.3	A	0.171387																															
228922_at	11	11	2258.6	P	0.030273																															
228923_at	11	11	395.4	A	0.633789																															
228924_s_at	11	11	1410.3	A	0.171387																															
228925_at	11	11	2016.4	P	0.000732																															
228926_s_at	11	11	1357.5	A	0.219482																															
228927_at	11	11	2223.1	P	0.005859																															
228928_x_at	11	11	6610.0	P	0.005859																															
228929_at	11	11	1827.4	A	0.149658																															
228930_at	11	11	3537.6	P	0.004150																															
228931_at	11	11	3094.6	P	0.002930																															
228932_at	11	11	5669.5	P	0.000244																															
228933_at	11	11	5434.8	P	0.000732																															
228934_x_at	11	11	276.9	A	0.696289																															
228935_at	11	11	1439.5	P	0.018555																															
228936_at	11	11	882.5	A	0.303711																															
228937_at	11	11	2006.0	P	0.000732																															
228938_at	11	11	379.9	A	0.500000																															
228939_at	11	11	254.9	A	0.850342																															
228940_at	11	11	836.9	P	0.010742																															
228941_at	11	11	1538.2	P	0.001953																															
228942_s_at	11	11	434.6	A	0.303711																															
228943_at	11	11	17206.7	P	0.008057																															
228944_at	11	11	3854.5	P	0.014160																															
228945_s_at	11	11	788.0	A	0.567627																															
228946_at	11	11	1965.4	P	0.000732																															
228947_x_at	11	11	559.1	A	0.500000																															
228948_at	11	11	4846.7	P	0.000244																															
228949_at	11	11	3944.5	P	0.000244																															
228950_s_at	11	11	14293.6	P	0.004150																															
228951_at	11	11	3148.9	P	0.004150																															
228952_at	11	11	272.2	A	0.805420																															
228953_at	11	11	1515.8	A	0.334473																															
228954_at	11	11	3288.1	A	0.067627																															
228955_at	11	11	17735.1	P	0.000732																															
228956_at	11	11	44806.7	P	0.000244																															
228957_at	11	11	50.4	A	0.725830																															
228958_at	11	11	2508.0	P	0.005859																															
228959_at	11	11	7340.3	P	0.001953																															
228960_at	11	11	2686.4	P	0.004150																															
228961_at	11	11	3422.9	P	0.001221																															
228962_at	11	11	1804.3	P	0.005859																															
228963_at	11	11	6831.9	P	0.000732																															
228964_at	11	11	1934.0	P	0.023926																															
228965_s_at	11	11	671.9	A	0.334473																															
228966_at	11	11	684.6	P	0.014160																															
228967_at	11	11	7151.9	P	0.000732																															
228968_at	11	11	4700.6	P	0.001221																															
228969_at	11	11	230.0	A	0.567627																															
228970_at	11	11	4919.0	P	0.001953																															
228971_at	11	11	5711.0	P	0.000732																															
228972_at	11	11	1192.9	P	0.010742																															
228973_at	11	11	4995.7	P	0.004150																															
228974_at	11	11	9195.1	P	0.000244																															
228975_at	11	11	1361.3	A	0.080566																															
228976_at	11	11	270.5	A	0.943848																															
228977_at	11	11	11195.5	P	0.001953																															
228978_at	11	11	165.2	A	0.828613																															
228979_at	11	11	98.7	A	0.567627																															
228980_at	11	11	4669.6	P	0.000244																															
228981_at	11	11	3193.5	A	0.129639																															
228982_s_at	11	11	684.4	P	0.018555																															
228983_at	11	11	1397.6	P	0.014160																															
228984_at	11	11	7501.8	P	0.002930																															
228985_at	11	11	804.7	A	0.219482																															
228986_at	11	11	1652.9	A	0.149658																															
228987_at	11	11	4929.9	P	0.000244																															
228988_at	11	11	18293.8	P	0.000244																															
228989_at	11	11	1135.5	A	0.194580																															
228990_at	11	11	1782.4	P	0.000244																															
228991_at	11	11	5655.3	P	0.000732																															
228992_at	11	11	8083.2	P	0.000732																															
228993_s_at	11	11	2550.9	P	0.000732																															
228994_at	11	11	209.8	A	0.828613																															
228995_at	11	11	170.7	A	0.633789																															
228996_at	11	11	655.5	A	0.080566																															
228997_at	11	11	169.9	A	0.919434																															
228998_at	11	11	784.7	A	0.219482																															
228999_at	11	11	11130.8	P	0.000732																															
229000_at	11	11	889.9	A	0.398926																															
229001_at	11	11	2983.3	P	0.002930																															
229002_at	11	11	3157.1	P	0.001953																															
229003_x_at	11	11	1092.1	P	0.014160																															
229004_at	11	11	4883.6	P	0.008057																															
229005_at	11	11	260.6	A	0.696289																															
229006_at	11	11	952.9	A	0.366211																															
229007_at	11	11	4866.6	P	0.001221																															
229008_at	11	11	152.4	A	0.725830																															
229009_at	11	11	3413.4	A	0.067627																															
229010_at	11	11	764.1	A	0.398926																															
229011_at	11	11	1777.4	A	0.067627																															
229012_at	11	11	6308.5	P	0.001221																															
229013_at	11	11	3045.4	A	0.129639																															
229014_at	11	11	8752.8	P	0.001221																															
229015_at	11	11	1959.9	A	0.334473																															
229016_s_at	11	11	823.1	P	0.023926																															
229017_s_at	11	11	6603.6	P	0.000732																															
229018_at	11	11	1289.4	M	0.056152																															
229019_at	11	11	2065.4	P	0.037598																															
229020_x_at	11	11	221.2	A	0.696289																															
229021_at	11	11	863.7	A	0.246094																															
229022_at	11	11	6179.4	P	0.023926																															
229023_at	11	11	708.1	A	0.696289																															
229024_at	11	11	7011.8	P	0.004150																															
229025_s_at	11	11	5086.8	P	0.000244																															
229026_at	11	11	4618.5	P	0.001953																															
229027_at	11	11	1491.7	P	0.000244																															
229028_s_at	11	11	1662.1	A	0.194580																															
229029_at	11	11	10118.3	P	0.000244																															
229030_at	11	11	272.2	A	0.466064																															
229031_at	11	11	1463.4	A	0.432373																															
229032_at	11	11	4385.7	M	0.056152																															
229033_s_at	11	11	1750.2	P	0.002930																															
229034_at	11	11	3802.3	P	0.004150																															
229035_s_at	11	11	3424.4	P	0.018555																															
229036_at	11	11	3533.5	P	0.037598																															
229037_at	11	11	1659.6	A	0.129639																															
229038_at	11	11	507.3	A	0.171387																															
229039_at	11	11	25965.2	P	0.000244																															
229040_at	11	11	70.4	A	0.725830																															
229041_s_at	11	11	148.3	A	0.870361																															
229042_s_at	11	11	421.3	A	0.533936																															
229043_at	11	11	7490.1	P	0.000244																															
229044_at	11	11	2656.0	A	0.129639																															
229045_at	11	11	361.5	A	0.466064																															
229046_s_at	11	11	772.3	A	0.194580																															
229047_at	11	11	908.1	A	0.149658																															
229048_at	11	11	757.1	A	0.219482																															
229049_at	11	11	613.2	A	0.171387																															
229050_s_at	11	11	12429.0	P	0.002930																															
229051_at	11	11	1020.1	A	0.366211																															
229052_at	11	11	877.7	A	0.334473																															
229053_at	11	11	6789.2	P	0.004150																															
229054_at	11	11	1268.2	A	0.080566																															
229055_at	11	11	1877.0	A	0.149658																															
229056_at	11	11	106.4	A	0.432373																															
229057_at	11	11	21214.6	P	0.000244																															
229058_at	11	11	4474.0	P	0.037598																															
229059_at	11	11	80.5	A	0.533936																															
229060_at	11	11	1065.0	A	0.219482																															
229061_s_at	11	11	2071.6	P	0.000244																															
229062_at	11	11	1095.0	A	0.274170																															
229063_s_at	11	11	2409.5	P	0.004150																															
229064_s_at	11	11	422.5	A	0.366211																															
229065_at	11	11	4308.4	P	0.000244																															
229066_at	11	11	5729.6	P	0.001953																															
229067_at	11	11	34698.0	P	0.000244																															
229068_at	11	11	2316.2	P	0.000244																															
229069_at	11	11	1991.8	M	0.056152																															
229070_at	11	11	163.7	A	0.334473																															
229071_at	11	11	3717.7	P	0.005859																															
229072_at	11	11	10741.1	P	0.000732																															
229073_at	11	11	1537.3	P	0.001953																															
229074_at	11	11	1839.5	P	0.000244																															
229075_at	11	11	1288.5	P	0.000244																															
229076_s_at	11	11	735.5	A	0.080566																															
229077_at	11	11	99.9	A	0.981445																															
229078_s_at	11	11	2996.0	P	0.008057																															
229079_at	11	11	326.4	A	0.567627																															
229080_at	11	11	4670.5	P	0.018555																															
229081_at	11	11	1768.2	A	0.111572																															
229082_at	11	11	317.8	A	0.334473																															
229083_at	11	11	10407.7	P	0.000244																															
229084_at	11	11	9872.8	P	0.001953																															
229085_at	11	11	15115.0	P	0.000244																															
229086_at	11	11	4681.1	P	0.000244																															
229087_s_at	11	11	1377.0	A	0.080566																															
229088_at	11	11	226.7	A	0.466064																															
229089_at	11	11	1513.8	P	0.008057																															
229090_at	11	11	3314.9	P	0.001221																															
229091_s_at	11	11	1810.2	P	0.000732																															
229092_at	11	11	5834.5	P	0.000732																															
229093_at	11	11	91.0	A	0.805420																															
229094_at	11	11	1430.2	A	0.246094																															
229095_s_at	11	11	181.7	A	0.696289																															
229096_at	11	11	377.1	A	0.366211																															
229097_at	11	11	3505.4	P	0.001221																															
229098_s_at	11	11	2007.9	A	0.171387																															
229099_at	11	11	1413.4	P	0.001953																															
229100_s_at	11	11	2641.7	P	0.004150																															
229101_at	11	11	2884.4	P	0.004150																															
229102_at	11	11	555.5	A	0.432373																															
229103_at	11	11	2039.1	P	0.014160																															
229104_s_at	11	11	128.8	A	0.850342																															
229105_at	11	11	785.5	A	0.303711																															
229106_at	11	11	3889.1	P	0.000732																															
