21470-21452-fetal,normal,MA0000216 spinal column 133B
Probe Array Lot: 
Operator Name: ec
Sample Type: 
Sample Description: 
Project: 
Comments: 
Reagents: 
Reagent Lot: 
Algorithm: Statistical
Corner+ Avg:97, Count:32
Corner- Avg:8712, Count:32
BF= Alpha1=0.05 Alpha2=0.065 Tau=0.015 Gamma1H=0.0045 Gamma1L=0.0045 Gamma2H=0.006 Gamma2L=0.006 Perturbation=1.1 TGT=2500 NF=1.000000 SF=24.506239 SFGene=All 
Background=Avg:66.33,Stdev:2.48,Max:76.0,Min:61.5 Noise=Avg:3.49,Stdev:0.25,Max:4.3,Min:2.9 RawQ=2.67 

Probe Set Name	Stat Pairs	Stat Pairs Used	Signal	Detection	Detection p-value	Stat Common Pairs	Signal Log Ratio	Signal Log Ratio Low	Signal Log Ratio High	Change	Change p-value	Positive	Negative	Pairs	Pairs Used	Pairs InAvg	Pos Fraction	Log Avg	Pos/Neg	Avg Diff	Abs Call	Inc	Dec	Inc Ratio	Dec Ratio	Pos Change	Neg Change	Inc/Dec	DPos-DNeg Ratio	Log Avg Ratio Change	Diff Call	Avg Diff Change	B=A	Fold Change	Sort Score	
222644_s_at	11	11	1872.2	A	0.067627																															
222645_s_at	11	11	3037.0	P	0.030273																															
222646_s_at	11	11	2699.4	P	0.000244																															
222647_at	11	11	1883.5	A	0.303711																															
222648_at	11	11	189.3	A	0.567627																															
222649_at	11	11	6379.1	P	0.002930																															
222650_s_at	11	11	2239.4	P	0.001221																															
222651_s_at	11	11	9372.5	P	0.000732																															
222652_s_at	11	11	5828.3	P	0.005859																															
222653_at	11	11	5992.0	P	0.014160																															
222654_at	11	11	9464.1	P	0.000244																															
222655_s_at	11	11	68.7	A	0.989258																															
222656_at	11	11	2805.2	P	0.000244																															
222657_s_at	11	11	5718.7	P	0.008057																															
222658_s_at	11	11	3081.5	P	0.002930																															
222659_at	11	11	4542.1	A	0.080566																															
222660_s_at	11	11	3376.4	P	0.014160																															
222661_at	11	11	7092.1	P	0.004150																															
222662_at	11	11	2985.0	P	0.001953																															
222663_at	11	11	890.9	P	0.005859																															
222664_at	11	11	10017.9	P	0.000244																															
222665_at	11	11	5636.4	P	0.008057																															
222666_s_at	11	11	1904.1	A	0.080566																															
222667_s_at	11	11	4257.2	P	0.001953																															
222668_at	11	11	6629.4	P	0.000244																															
222669_s_at	11	11	9768.4	P	0.000244																															
222670_s_at	11	11	6450.2	M	0.056152																															
222671_s_at	11	11	550.3	A	0.665527																															
222672_at	11	11	1468.3	A	0.080566																															
222673_x_at	11	11	7498.2	P	0.000244																															
222674_at	11	11	4086.8	A	0.095215																															
222675_s_at	11	11	101.2	A	0.976074																															
222676_at	11	11	842.3	P	0.037598																															
222677_x_at	11	11	142.0	A	0.753906																															
222678_s_at	11	11	2407.1	A	0.219482																															
222679_s_at	11	11	3251.9	P	0.001953																															
222680_s_at	11	11	3639.5	P	0.000732																															
222681_at	11	11	4235.7	P	0.002930																															
222682_s_at	11	11	3510.3	P	0.000244																															
222683_at	11	11	19703.0	P	0.001221																															
222684_s_at	11	11	5469.1	P	0.008057																															
222685_at	11	11	4716.8	P	0.000732																															
222686_s_at	11	11	2627.2	A	0.246094																															
222687_s_at	11	11	6318.0	P	0.001953																															
222688_at	11	11	5141.4	P	0.000244																															
222689_at	11	11	3250.6	P	0.000244																															
222690_s_at	11	11	4898.3	P	0.000732																															
222691_at	11	11	5646.0	P	0.000244																															
222692_s_at	11	11	3542.2	A	0.095215																															
222693_at	11	11	1938.3	P	0.023926																															
222694_at	11	11	3563.9	P	0.030273																															
222695_s_at	11	11	1526.6	A	0.366211																															
222696_at	11	11	9154.5	P	0.023926																															
222697_s_at	11	11	9793.3	P	0.000732																															
222698_s_at	11	11	3706.2	P	0.000244																															
222699_s_at	11	11	2896.7	P	0.000732																															
222700_at	11	11	11358.0	P	0.000244																															
222701_s_at	11	11	3873.0	P	0.014160																															
222702_x_at	11	11	3823.3	P	0.000732																															
222703_s_at	11	11	3098.4	A	0.246094																															
222704_at	11	11	4065.2	P	0.037598																															
222705_s_at	11	11	1146.9	A	0.366211																															
222706_at	11	11	2633.6	A	0.095215																															
222707_s_at	11	11	3420.2	P	0.000244																															
222708_s_at	11	11	4340.0	P	0.000244																															
222709_at	11	11	3335.8	A	0.246094																															
222710_at	11	11	2106.3	A	0.303711																															
222711_s_at	11	11	176.4	A	0.633789																															
222712_s_at	11	11	406.0	A	0.665527																															
222713_s_at	11	11	2367.2	P	0.010742																															
222714_s_at	11	11	1282.0	P	0.000244																															
222715_s_at	11	11	1385.1	P	0.004150																															
222716_s_at	11	11	4077.0	P	0.008057																															
222717_at	11	11	2878.9	P	0.005859																															
222718_at	11	11	3505.5	A	0.219482																															
222719_s_at	11	11	2762.7	P	0.008057																															
222720_x_at	11	11	162.6	A	0.303711																															
222721_at	11	11	939.0	A	0.171387																															
222722_at	11	11	54665.3	P	0.000244																															
222723_at	11	11	734.9	A	0.500000																															
222724_at	11	11	196.5	A	0.633789																															
222725_s_at	11	11	611.8	A	0.149658																															
222726_s_at	11	11	4186.1	P	0.000732																															
222727_s_at	11	11	968.3	A	0.246094																															
222728_s_at	11	11	3116.6	P	0.000244																															
222729_at	11	11	10319.5	P	0.000244																															
222730_s_at	11	11	6140.7	P	0.002930																															
222731_at	11	11	14419.8	P	0.000732																															
222732_at	11	11	4366.6	P	0.014160																															
222733_x_at	11	11	2085.4	A	0.080566																															
222734_at	11	11	3998.2	P	0.000732																															
222735_at	11	11	3850.0	P	0.001221																															
222736_s_at	11	11	3212.4	A	0.067627																															
222737_s_at	11	11	7050.8	P	0.000732																															
222738_at	11	11	2133.2	P	0.001953																															
222739_at	11	11	1185.4	A	0.219482																															
222740_at	11	11	1917.1	P	0.001221																															
222741_s_at	11	11	5417.6	P	0.000244																															
222742_s_at	11	11	11369.3	P	0.010742																															
222743_s_at	11	11	4007.2	M	0.056152																															
222744_s_at	11	11	1604.8	P	0.046143																															
222745_s_at	11	11	4737.2	P	0.001221																															
222746_s_at	11	11	896.1	P	0.023926																															
222747_s_at	11	11	2235.7	P	0.018555																															
222748_s_at	11	11	1985.5	P	0.005859																															
222749_at	11	11	3768.7	M	0.056152																															
222750_s_at	11	11	4734.3	P	0.000732																															
222751_at	11	11	7387.7	P	0.001221																															
222752_s_at	11	11	15266.4	P	0.000244																															
222753_s_at	11	11	2391.0	P	0.037598																															
222754_at	11	11	4230.8	P	0.000732																															
222755_s_at	11	11	1789.4	A	0.129639																															
222756_s_at	11	11	1655.3	P	0.046143																															
222757_s_at	11	11	2155.4	P	0.002930																															
222758_s_at	11	11	2536.9	P	0.000244																															
222759_at	11	11	4326.4	P	0.004150																															
222760_at	11	11	4129.7	A	0.080566																															
222761_at	11	11	17641.6	P	0.000732																															
222762_x_at	11	11	3495.1	P	0.000244																															
222763_s_at	11	11	11169.0	P	0.000244																															
222764_at	11	11	11096.0	P	0.005859																															
222765_x_at	11	11	1106.7	P	0.005859																															
222766_at	11	11	49.3	A	0.904785																															
222767_s_at	11	11	1162.6	A	0.171387																															
222768_s_at	11	11	624.7	A	0.080566																															
222769_at	11	11	1448.3	P	0.037598																															
222770_s_at	11	11	3137.2	P	0.001221																															
222771_s_at	11	11	8948.9	P	0.000244																															
222772_at	11	11	5438.9	P	0.000244																															
222773_s_at	11	11	893.8	A	0.149658																															
222774_s_at	11	11	6711.1	P	0.001953																															
222775_s_at	11	11	4791.7	P	0.000732																															
222776_at	11	11	792.4	A	0.334473																															
222777_s_at	11	11	4718.9	P	0.008057																															
222778_s_at	11	11	6197.3	P	0.000244																															
222779_s_at	11	11	3087.1	M	0.056152																															
222780_s_at	11	11	14343.3	P	0.000244																															
222781_s_at	11	11	3051.6	P	0.000244																															
222782_s_at	11	11	166.5	A	0.633789																															
222783_s_at	11	11	3604.0	P	0.014160																															
222784_at	11	11	15616.0	P	0.001953																															
222785_x_at	11	11	4453.8	P	0.014160																															
222786_at	11	11	4369.9	P	0.030273																															
222787_s_at	11	11	4143.8	P	0.000244																															
222788_s_at	11	11	725.0	A	0.080566																															
222789_at	11	11	8668.3	P	0.000244																															
222790_s_at	11	11	6785.9	P	0.002930																															
222791_at	11	11	8928.5	P	0.000244																															
222792_s_at	11	11	2739.8	A	0.095215																															
222793_at	11	11	3820.7	P	0.014160																															
222794_x_at	11	11	8544.1	P	0.000244																															
222795_s_at	11	11	229.9	A	0.567627																															
222796_at	11	11	432.2	M	0.056152																															
222797_at	11	11	8017.8	P	0.000732																															
222798_at	11	11	419.2	A	0.466064																															
222799_at	11	11	1564.1	P	0.037598																															
222800_at	11	11	1447.2	A	0.194580																															
222801_s_at	11	11	2226.4	P	0.037598																															
222802_at	11	11	2623.6	P	0.001953																															
222803_at	11	11	9339.6	P	0.000732																															
222804_x_at	11	11	7616.7	P	0.000244																															
222805_at	11	11	5174.2	P	0.000244																															
222806_s_at	11	11	2442.0	P	0.037598																															
222807_at	11	11	3785.3	P	0.000244																															
222808_at	11	11	2322.6	P	0.004150																															
222809_x_at	11	11	2506.7	P	0.014160																															
222810_s_at	11	11	7265.8	A	0.095215																															
222811_at	11	11	5392.5	P	0.000732																															
222812_s_at	11	11	1361.4	A	0.303711																															
222813_at	11	11	97.1	A	0.780518																															
222814_s_at	11	11	827.6	A	0.194580																															
222815_at	11	11	1901.1	P	0.001953																															
222816_s_at	11	11	2824.9	P	0.004150																															
222817_at	11	11	405.9	A	0.633789																															
222818_at	11	11	139.7	A	0.870361																															
222819_at	11	11	4890.6	P	0.000732																															
222820_at	11	11	11246.5	P	0.000732																															
222821_s_at	11	11	4803.5	P	0.046143																															
222822_s_at	11	11	575.5	M	0.056152																															
222823_at	11	11	355.8	A	0.665527																															
222824_at	11	11	4278.8	P	0.002930																															
222825_at	11	11	4401.6	P	0.000244																															
222826_at	11	11	4897.2	P	0.000244																															
222827_s_at	11	11	3506.7	P	0.004150																															
222828_at	11	11	349.0	A	0.780518																															
222829_s_at	11	11	62.3	A	0.780518																															
222830_at	11	11	3393.8	P	0.000244																															
222831_at	8	8	918.8	A	0.251953																															
222832_s_at	11	11	14681.0	P	0.000244																															
222833_at	11	11	1102.2	P	0.000732																															
222834_s_at	11	11	3548.2	P	0.018555																															
222835_at	11	11	9060.3	P	0.000244																															
222836_at	11	11	21.3	A	0.969727																															
222837_s_at	11	11	481.4	P	0.037598																															
222838_at	11	11	239.5	A	0.533936																															
222839_s_at	11	11	3760.3	P	0.000244																															
222840_at	11	11	3337.4	M	0.056152																															
222841_s_at	11	11	2661.9	P	0.001221																															
222842_at	11	11	1326.1	A	0.171387																															
222843_at	11	11	4267.8	P	0.000244																															
222844_s_at	11	11	2667.3	P	0.001953																															
222845_x_at	11	11	31184.9	P	0.000244																															
222846_at	11	11	7545.0	P	0.000244																															
222847_s_at	11	11	475.6	A	0.366211																															
222848_at	11	11	2378.9	P	0.000732																															
222849_s_at	11	11	3944.8	P	0.000732																															
222850_s_at	11	11	3456.2	P	0.000244																															
222851_at	11	11	2329.8	P	0.001953																															
222852_at	11	11	3071.4	P	0.001221																															
222853_at	11	11	26571.2	P	0.000732																															
222854_s_at	11	11	1918.3	P	0.030273																															
222855_s_at	11	11	293.5	A	0.696289																															
222856_at	11	11	2747.1	A	0.095215																															
222857_s_at	11	11	12927.9	P	0.001221																															
222858_s_at	11	11	1368.5	A	0.149658																															
222859_s_at	11	11	746.8	A	0.111572																															
222860_s_at	11	11	1816.7	P	0.046143																															
222861_x_at	11	11	883.6	P	0.018555																															
222862_s_at	11	11	5550.4	P	0.014160																															
222863_at	11	11	1872.6	A	0.129639																															
222864_s_at	11	11	219.2	A	0.828613																															
222865_x_at	11	11	1717.4	A	0.366211																															
222866_s_at	11	11	3727.3	P	0.010742																															
222867_s_at	11	11	4075.9	P	0.008057																															
222868_s_at	11	11	2075.3	A	0.067627																															
222869_s_at	11	11	1282.0	A	0.095215																															
222870_s_at	11	11	3693.1	P	0.000244																															
222871_at	11	11	13147.3	P	0.018555																															
222872_x_at	11	11	1335.9	P	0.037598																															
222873_s_at	11	11	659.8	A	0.129639																															
222874_s_at	11	11	2816.3	P	0.014160																															
222875_at	11	11	8008.7	P	0.001953																															
222876_s_at	11	11	351.4	A	0.696289																															
222877_at	11	11	3944.0	P	0.000732																															
222878_s_at	11	11	114.9	A	0.753906																															
222879_s_at	11	11	333.6	A	0.633789																															
222880_at	11	11	5910.5	P	0.000732																															
